AssmentYr,ProjYear,lag,Species,Area,OFL,ABC,TAC,Order,OY,IsTotal
2001,2002,1,Sharpchin/Northern,BS,NA,NA,NA,19,0,Sharpchin/NorthernBS
2001,2002,1,Sharpchin/Northern,AI,NA,NA,NA,19,0,Sharpchin/NorthernAI
2001,2002,1,Northern rockfish,BSAI,9020,6760,6760,13,1,Northern rockfishBSAI
2001,2002,1,Northern rockfish,BS,NA,NA,19,13,0,Northern rockfishBS
2001,2002,1,Northern rockfish,AI,NA,NA,6741,13,0,Northern rockfishAI
2001,2002,1,Blackspotted/Rougheye rockfish,BSAI,NA,NA,NA,14,1,Blackspotted/Rougheye rockfishBSAI
2001,2002,1,Blackspotted/Rougheye rockfish,BS/EAI,NA,NA,NA,14,0,Blackspotted/Rougheye rockfishBS/EAI
2001,2002,1,Blackspotted/Rougheye rockfish,CAI/WAI,NA,NA,NA,14,0,Blackspotted/Rougheye rockfishCAI/WAI
2001,2002,1,Shortraker rockfish,BSAI,NA,NA,NA,15,1,Shortraker rockfishBSAI
2001,2002,1,Shortraker rockfish,BSAI,1369,1028,1028,15,1,Shortraker rockfishBSAI
