AssmentYr,ProjYear,lag,Species,Area,OFL,ABC,TAC,Order,OY,IsTotal
2018,2020,2,Arrowtooth flounder,WYK,n/a,"15,368","6,900",,1,Arrowtooth flounderWYK
2018,2020,2,Arrowtooth flounder,SEO,n/a,"22,157","6,900",,1,Arrowtooth flounderSEO
2018,2020,2,Arrowtooth flounder,Total,"168,634","140,865","96,875",,1,Arrowtooth flounderTotal
2018,2020,2,Flathead sole,W,n/a,"13,771","8,650",,1,Flathead soleW
2018,2020,2,Flathead sole,C,n/a,"21,965","15,400",,1,Flathead soleC
2018,2020,2,Flathead sole,WYK,n/a,"2,097","2,097",,1,Flathead soleWYK
2018,2020,2,Flathead sole,SEO,n/a,440,440,,1,Flathead soleSEO
2018,2020,2,Flathead sole,Total,"46,666","38,273","26,587",,1,Flathead soleTotal
2018,2020,2,Pacific ocean perch,W,n/a,"3,125","3,125",,1,Pacific ocean perchW
2018,2020,2,Pacific ocean perch,C,n/a,"19,024","19,024",,1,Pacific ocean perchC
2018,2020,2,Pacific ocean perch,WYK,n/a,"3,192","3,192",,1,Pacific ocean perchWYK
2018,2020,2,Pacific ocean perch,W/C/WYK,"30,128","25,341","25,341",,1,Pacific ocean perchWCWYK
2018,2020,2,Pacific ocean perch,SEO,"2,748","2,311","2,311",,1,Pacific ocean perchSEO
2018,2020,2,Pacific ocean perch,Total,"32,876","27,652","27,652",,1,Pacific ocean perchTotal
2018,2020,2,Northern rockfish,W,n/a,"1,122","1,122",,1,Northern rockfishW
2018,2020,2,Northern rockfish,C,n/a,"3,147","3,147",,1,Northern rockfishC
2018,2020,2,Northern rockfish,E,n/a,1,0,,1,Northern rockfishE
2018,2020,2,Northern rockfish,Total,"5,093","4,270","4,269",,1,Northern rockfishTotal
2018,2020,2,Shortraker rockfish,W,n/a,44,44,,1,Shortraker rockfishW
2018,2020,2,Shortraker rockfish,C,n/a,305,305,,1,Shortraker rockfishC
2018,2020,2,Shortraker rockfish,E,n/a,514,514,,1,Shortraker rockfishE
2018,2020,2,Shortraker rockfish,Total,"1,151",863,863,,1,Shortraker rockfishTotal
2018,2020,2,Dusky rockfish,W,n/a,774,774,,1,Dusky rockfishW
2018,2020,2,Dusky rockfish,C,n/a,"2,742","2,742",,1,Dusky rockfishC
2018,2020,2,Dusky rockfish,WYK,n/a,94,94,,1,Dusky rockfishWYK
2018,2020,2,Dusky rockfish,SEO,n/a,60,60,,1,Dusky rockfishSEO
2018,2020,2,Dusky rockfish,Total,"4,484","3,670","3,670",,1,Dusky rockfishTotal
2018,2020,2,Rougheye and Blackspotted rockfish,W,n/a,172,172,,1,Rougheye and Blackspotted rockfishW
2018,2020,2,Rougheye and Blackspotted rockfish,C,n/a,545,545,,1,Rougheye and Blackspotted rockfishC
2018,2020,2,Rougheye and Blackspotted rockfish,E,n/a,697,697,,1,Rougheye and Blackspotted rockfishE
2018,2020,2,Rougheye and Blackspotted rockfish,Total,"1,699","1,414","1,414",,1,Rougheye and Blackspotted rockfishTotal
2018,2020,2,Demersal shelf rockfish,SEO,411,261,261,,1,Demersal shelf rockfishSEO
2018,2020,2,Thornyhead rockfish,W,n/a,326,326,,1,Thornyhead rockfishW
2018,2020,2,Thornyhead rockfish,C,n/a,911,911,,1,Thornyhead rockfishC
2018,2020,2,Thornyhead rockfish,E,n/a,779,779,,1,Thornyhead rockfishE
2018,2020,2,Thornyhead rockfish,Total,"2,688","2,016","2,016",,1,Thornyhead rockfishTotal
2018,2020,2,Other rockfish,W and C,n/a,"1,737","1,737",,1,Other rockfishWandC
2018,2020,2,Other rockfish,WYK,n/a,368,368,,1,Other rockfishWYK
2018,2020,2,Other rockfish,SEO,n/a,"3,489","3,489",,1,Other rockfishSEO
2018,2020,2,Other rockfish,Total,"7,356","5,594","5,594",,1,Other rockfishTotal
2018,2020,2,Atka mackerel,GW,"6,200","4,700","3,000",,1,Atka mackerelGW
2018,2020,2,Big skate,W,n/a,504,504,,1,Big skateW
2018,2020,2,Big skate,C,n/a,"1,774","1,774",,1,Big skateC
2018,2020,2,Big skate,E,n/a,570,570,,1,Big skateE
2018,2020,2,Big skate,Total,"3,797","2,848","2,848",,1,Big skateTotal
2018,2020,2,Longnose skate,W,n/a,149,149,,1,Longnose skateW
2018,2020,2,Longnose skate,C,n/a,"2,804","2,804",,1,Longnose skateC
2018,2020,2,Longnose skate,E,n/a,619,619,,1,Longnose skateE
2018,2020,2,Longnose skate,Total,"4,763","3,572","3,572",,1,Longnose skateTotal
2018,2020,2,Other skates,GW,"1,845","1,384","1,384",,1,Other skatesGW
2018,2020,2,Sculpins,GW,"6,958","5,301","5,301",24.0,1,SculpinsGW
2018,2020,2,Sharks,GW,"10,913","8,184","8,184",21.0,1,SharksGW
2018,2020,2,Octopus,GW,"1,300",975,975,22.0,1,OctopusGW
2018,2020,2,Total,GOA,"627,049","487,218","408,534",23.0,1,TotalGOA
2019,2019,1,Pollock,Shumagin (610),n/a,"24,875","24,875",1.0,1,PollockShumagin610
2019,2019,1,Pollock,Chirikof (620),n/a,"67,388","67,388",1.0,1,PollockChirikof620
2019,2019,1,Pollock,Kodiak (630),n/a,"34,443","34,443",1.0,1,PollockKodiak630
2019,2019,1,Pollock,WYK (640),n/a,"5,748","5,748",1.0,1,PollockWYK640
2019,2019,1,Pollock,W/C/WYK (subtotal),"194,230","135,850","132,454",1.0,1,PollockWCWYKsubtotal
2019,2019,1,Pollock,SEO (650),"11,697","8,773","8,773",1.0,1,PollockSEO650
2019,2019,1,Pollock,Total,"205,927","144,623","141,227",1.0,1,PollockTotal
2019,2019,1,Pacific cod,W,n/a,"7,633","5,343",2.0,1,Pacific codW
2019,2019,1,Pacific cod,C,n/a,"7,667","5,750",2.0,1,Pacific codC
2019,2019,1,Pacific cod,E,n/a,"1,700","1,275",2.0,1,Pacific codE
2019,2019,1,Pacific cod,Total,"23,669","17,000","12,368",2.0,1,Pacific codTotal
2019,2019,1,Sablefish,W,n/a,"1,581","1,581",3.0,1,SablefishW
2019,2019,1,Sablefish,C,n/a,"5,178","5,178",3.0,1,SablefishC
2019,2019,1,Sablefish,WYK,n/a,"1,828","1,828",3.0,1,SablefishWYK
2019,2019,1,Sablefish,SEO,n/a,"2,984","2,984",3.0,1,SablefishSEO
2019,2019,1,Sablefish,E (WYK and SEO) (subtotal),n/a,"4,812","4,812",3.0,1,SablefishEWYKandSEOsubtotal
2019,2019,1,Sablefish,Total,"25,227","11,571","11,571",3.0,1,SablefishTotal
2019,2019,1,Shallow-water flatfish,W,n/a,"25,620","13,250",,1,Shallow-water flatfishW
2019,2019,1,Shallow-water flatfish,C,n/a,"25,731","25,731",,1,Shallow-water flatfishC
2019,2019,1,Shallow-water flatfish,WYK,n/a,"2,279","2,279",,1,Shallow-water flatfishWYK
2019,2019,1,Shallow-water flatfish,SEO,n/a,"1,957","1,957",,1,Shallow-water flatfishSEO
2019,2019,1,Shallow-water flatfish,Total,"68,309","55,587","43,217",,1,Shallow-water flatfishTotal
2019,2019,1,Deep-water flatfish,W,n/a,416,416,,1,Deep-water flatfishW
2019,2019,1,Deep-water flatfish,C,n/a,"3,443","3,443",,1,Deep-water flatfishC
2019,2019,1,Deep-water flatfish,WYK,n/a,"3,280","3,280",,1,Deep-water flatfishWYK
2019,2019,1,Deep-water flatfish,SEO,n/a,"2,362","2,362",,1,Deep-water flatfishSEO
2019,2019,1,Deep-water flatfish,Total,"11,434","9,501","9,501",,1,Deep-water flatfishTotal
2019,2019,1,Rex sole,W,n/a,"2,951","2,951",,1,Rex soleW
2019,2019,1,Rex sole,C,n/a,"8,357","8,357",,1,Rex soleC
2019,2019,1,Rex sole,WYK,n/a,"1,657","1,657",,1,Rex soleWYK
2019,2019,1,Rex sole,SEO,n/a,"1,727","1,727",,1,Rex soleSEO
2019,2019,1,Rex sole,Total,"17,889","14,692","14,692",,1,Rex soleTotal
2019,2019,1,Arrowtooth flounder,W,n/a,"35,994","14,500",,1,Arrowtooth flounderW
2019,2019,1,Arrowtooth flounder,C,n/a,"70,995","70,995",,1,Arrowtooth flounderC
2019,2019,1,Arrowtooth flounder,WYK,n/a,"15,911","6,900",,1,Arrowtooth flounderWYK
2019,2019,1,Arrowtooth flounder,SEO,,"22,941","6,900",,1,Arrowtooth flounderSEO
2019,2019,1,Arrowtooth flounder,Total,"174,598","145,841","99,295",,1,Arrowtooth flounderTotal
2019,2019,1,Flathead sole,W,n/a,"13,234","8,650",,1,Flathead soleW
2019,2019,1,Flathead sole,C,n/a,"21,109","15,400",,1,Flathead soleC
2019,2019,1,Flathead sole,WYK,n/a,"2,016","2,016",,1,Flathead soleWYK
2019,2019,1,Flathead sole,SEO,n/a,423,423,,1,Flathead soleSEO
2019,2019,1,Flathead sole,Total,"44,865","36,782","26,489",,1,Flathead soleTotal
2019,2019,1,Pacific ocean perch,W,n/a,"3,227","3,227",,1,Pacific ocean perchW
2019,2019,1,Pacific ocean perch,C,n/a,"19,646","19,646",,1,Pacific ocean perchC
2019,2019,1,Pacific ocean perch,WYK,n/a,"3,296","3,296",,1,Pacific ocean perchWYK
2019,2019,1,Pacific ocean perch,W/C/WYK subtotal,"31,113","26,169","26,169",,1,Pacific ocean perchWCWYKsubtotal
2019,2019,1,Pacific ocean perch,SEO,"2,838","2,386","2,386",,1,Pacific ocean perchSEO
2019,2019,1,Pacific ocean perch,Total,"33,951","28,555","28,555",,1,Pacific ocean perchTotal
2019,2019,1,Northern rockfish,W,n/a,"1,190","1,190",,1,Northern rockfishW
2019,2019,1,Northern rockfish,C,n/a,"3,338","3,338",,1,Northern rockfishC
2019,2019,1,Northern rockfish,E,n/a,1,,,1,Northern rockfishE
2019,2019,1,Northern rockfish,Total,"5,402","4,529","4,528",,1,Northern rockfishTotal
2019,2019,1,Shortraker rockfish,W,n/a,44,44,,1,Shortraker rockfishW
2019,2019,1,Shortraker rockfish,C,n/a,305,305,,1,Shortraker rockfishC
2019,2019,1,Shortraker rockfish,E,n/a,514,514,,1,Shortraker rockfishE
2019,2019,1,Shortraker rockfish,Total,"1,151",863,863,,1,Shortraker rockfishTotal
2019,2019,1,Dusky rockfish,W,n/a,781,781,,1,Dusky rockfishW
2019,2019,1,Dusky rockfish,C,n/a,"2,764","2,764",,1,Dusky rockfishC
2019,2019,1,Dusky rockfish,WYK,n/a,95,95,,1,Dusky rockfishWYK
2019,2019,1,Dusky rockfish,SEO,n/a,60,60,,1,Dusky rockfishSEO
2019,2019,1,Dusky rockfish,Total,"4,521","3,700","3,700",,1,Dusky rockfishTotal
2019,2019,1,Rougheye and Blackspotted rockfish,W,n/a,174,174,,1,Rougheye and Blackspotted rockfishW
2019,2019,1,Rougheye and Blackspotted rockfish,C,n/a,550,550,,1,Rougheye and Blackspotted rockfishC
2019,2019,1,Rougheye and Blackspotted rockfish,E,n/a,704,704,,1,Rougheye and Blackspotted rockfishE
2019,2019,1,Rougheye and Blackspotted rockfish,Total,"1,715","1,428","1,428",,1,Rougheye and Blackspotted rockfishTotal
2019,2019,1,Demersal shelf rockfish,SEO,411,261,261,,1,Demersal shelf rockfishSEO
2019,2019,1,Thornyhead rockfish,W,n/a,326,326,,1,Thornyhead rockfishW
2019,2019,1,Thornyhead rockfish,C,n/a,911,911,,1,Thornyhead rockfishC
2019,2019,1,Thornyhead rockfish,E,n/a,779,779,,1,Thornyhead rockfishE
2019,2019,1,Thornyhead rockfish,Total,"2,688","2,016","2,016",,1,Thornyhead rockfishTotal
2019,2019,1,Other rockfish,W and C,n/a,"1,737","1,737",,1,Other rockfishWandC
2019,2019,1,Other rockfish,WYK,n/a,368,368,,1,Other rockfishWYK
2019,2019,1,Other rockfish,SEO,n/a,"3,489","3,489",,1,Other rockfishSEO
2019,2019,1,Other rockfish,Total,"7,356","5,594","5,594",,1,Other rockfishTotal
2019,2019,1,Atka mackerel,GW,"6,200","4,700","3,000",,1,Atka mackerelGW
2019,2019,1,Big skate,W,n/a,504,504,,1,Big skateW
2019,2019,1,Big skate,C,n/a,"1,774","1,774",,1,Big skateC
2019,2019,1,Big skate,E,n/a,570,570,,1,Big skateE
2019,2019,1,Big skate,Total,"3,797","2,848","2,848",,1,Big skateTotal
2019,2019,1,Longnose skate,W,n/a,149,149,,1,Longnose skateW
2019,2019,1,Longnose skate,C,n/a,"2,804","2,804",,1,Longnose skateC
2019,2019,1,Longnose skate,E,n/a,619,619,,1,Longnose skateE
2019,2019,1,Longnose skate,Total,"4,763","3,572","3,572",,1,Longnose skateTotal
2019,2019,1,Other skates,GW,"1,845","1,384","1,384",,1,Other skatesGW
2019,2019,1,Sculpins,GW,"6,958","5,301","5,301",24.0,1,SculpinsGW
2019,2019,1,Sharks,GW,"10,913","8,184","8,184",21.0,1,SharksGW
2019,2019,1,Octopus,GW,"1,300",975,975,22.0,1,OctopusGW
2019,2019,1,Total,GOA,"664,889","509,507","430,569",23.0,1,TotalGOA
2019,2020,2,Pollock,Shumagin (610),n/a,"19,175","19,175",1.0,1,PollockShumagin610
2019,2020,2,Pollock,Chirikof (620),n/a,"54,456","54,456",1.0,1,PollockChirikof620
2019,2020,2,Pollock,Kodiak (630),n/a,"26,597","26,597",1.0,1,PollockKodiak630
2019,2020,2,Pollock,WYK (640),n/a,"5,554","5,554",1.0,1,PollockWYK640
2019,2020,2,Pollock,W/C/WYK (subtotal),"140,674","108,494","105,782",1.0,1,PollockWCWYKsubtotal
2019,2020,2,Pollock,SEO (650),"13,531","10,148","10,148",1.0,1,PollockSEO650
2019,2020,2,Pollock,Total,"154,205","118,642","115,930",1.0,1,PollockTotal
2019,2020,2,Pacific cod,W,n/a,"4,942","2,076",2.0,1,Pacific codW
2019,2020,2,Pacific cod,C,n/a,"8,458","3,806",2.0,1,Pacific codC
2019,2020,2,Pacific cod,E,n/a,"1,221",549,2.0,1,Pacific codE
2019,2020,2,Pacific cod,Total,"17,794","14,621","6,431",2.0,1,Pacific codTotal
2019,2020,2,Sablefish,W,n/a,"2,278","1,942",3.0,1,SablefishW
2019,2020,2,Sablefish,C,n/a,"7,560","6,445",3.0,1,SablefishC
2019,2020,2,Sablefish,WYK,n/a,"2,521","2,343",3.0,1,SablefishWYK
2019,2020,2,Sablefish,SEO,n/a,"4,524","3,663",3.0,1,SablefishSEO
2019,2020,2,Sablefish,E (WYK and SEO) (subtotal),n/a,"7,045","6,006",3.0,1,SablefishEWYKandSEOsubtotal
2019,2020,2,Sablefish,Total,"50,481","16,883","14,393",3.0,1,SablefishTotal
2019,2020,2,Shallow-water flatfish,W,n/a,"23,849","13,250",,1,Shallow-water flatfishW
2019,2020,2,Shallow-water flatfish,C,n/a,"27,732","27,732",,1,Shallow-water flatfishC
2019,2020,2,Shallow-water flatfish,WYK,n/a,"2,773","2,773",,1,Shallow-water flatfishWYK
2019,2020,2,Shallow-water flatfish,SEO,n/a,"1,109","1,109",,1,Shallow-water flatfishSEO
2019,2020,2,Shallow-water flatfish,Total,"68,010","55,463","44,864",,1,Shallow-water flatfishTotal
2019,2020,2,Deep-water flatfish,W,n/a,226,226,,1,Deep-water flatfishW
2019,2020,2,Deep-water flatfish,C,n/a,"1,948","1,948",,1,Deep-water flatfishC
2019,2020,2,Deep-water flatfish,WYK,n/a,"2,105","2,105",,1,Deep-water flatfishWYK
2019,2020,2,Deep-water flatfish,SEO,n/a,"1,751","1,751",,1,Deep-water flatfishSEO
2019,2020,2,Deep-water flatfish,Total,"7,163","6,030","6,030",,1,Deep-water flatfishTotal
2019,2020,2,Rex sole,W,n/a,"2,901","2,901",,1,Rex soleW
2019,2020,2,Rex sole,C,n/a,"8,579","8,579",,1,Rex soleC
2019,2020,2,Rex sole,WYK,n/a,"1,174","1,174",,1,Rex soleWYK
2019,2020,2,Rex sole,SEO,n/a,"2,224","2,224",,1,Rex soleSEO
2019,2020,2,Rex sole,Total,"18,127","14,878","14,878",,1,Rex soleTotal
2019,2020,2,Arrowtooth flounder,W,n/a,"31,455","14,500",,1,Arrowtooth flounderW
2019,2020,2,Arrowtooth flounder,C,n/a,"68,669","68,669",,1,Arrowtooth flounderC
2019,2020,2,Arrowtooth flounder,WYK,n/a,"10,242","6,900",,1,Arrowtooth flounderWYK
2019,2020,2,Arrowtooth flounder,SEO,,"17,694","6,900",,1,Arrowtooth flounderSEO
2019,2020,2,Arrowtooth flounder,Total,"153,017","128,060","96,969",,1,Arrowtooth flounderTotal
2019,2020,2,Flathead sole,W,n/a,"13,783","8,650",,1,Flathead soleW
2019,2020,2,Flathead sole,C,n/a,"20,201","15,400",,1,Flathead soleC
2019,2020,2,Flathead sole,WYK,n/a,"2,354","2,354",,1,Flathead soleWYK
2019,2020,2,Flathead sole,SEO,n/a,"1,858","1,858",,1,Flathead soleSEO
2019,2020,2,Flathead sole,Total,"46,572","38,196","28,262",,1,Flathead soleTotal
2019,2020,2,Pacific ocean perch,W,n/a,"1,437","1,437",,1,Pacific ocean perchW
2019,2020,2,Pacific ocean perch,C,n/a,"23,678","23,678",,1,Pacific ocean perchC
2019,2020,2,Pacific ocean perch,WYK,n/a,"1,470","1,470",,1,Pacific ocean perchWYK
2019,2020,2,Pacific ocean perch,W/C/WYK subtotal,"31,567","26,585","26,585",,1,Pacific ocean perchWCWYKsubtotal
2019,2020,2,Pacific ocean perch,SEO,"5,525","4,653","4,653",,1,Pacific ocean perchSEO
2019,2020,2,Pacific ocean perch,Total,"37,092","31,238","31,238",,1,Pacific ocean perchTotal
2019,2020,2,Northern rockfish,W,n/a,"1,133","1,133",,1,Northern rockfishW
2019,2020,2,Northern rockfish,C,n/a,"3,178","3,178",,1,Northern rockfishC
2019,2020,2,Northern rockfish,E,n/a,1,,,1,Northern rockfishE
2019,2020,2,Northern rockfish,Total,"5,143","4,312","4,311",,1,Northern rockfishTotal
2019,2020,2,Shortraker rockfish,W,n/a,52,52,,1,Shortraker rockfishW
2019,2020,2,Shortraker rockfish,C,n/a,284,284,,1,Shortraker rockfishC
2019,2020,2,Shortraker rockfish,E,n/a,372,372,,1,Shortraker rockfishE
2019,2020,2,Shortraker rockfish,Total,944,708,708,,1,Shortraker rockfishTotal
2019,2020,2,Dusky rockfish,W,n/a,776,776,,1,Dusky rockfishW
2019,2020,2,Dusky rockfish,C,n/a,"2,746","2,746",,1,Dusky rockfishC
2019,2020,2,Dusky rockfish,WYK,n/a,115,115,,1,Dusky rockfishWYK
2019,2020,2,Dusky rockfish,SEO,n/a,39,39,,1,Dusky rockfishSEO
2019,2020,2,Dusky rockfish,Total,"4,492","3,676","3,676",,1,Dusky rockfishTotal
2019,2020,2,Rougheye and Blackspotted rockfish,W,n/a,168,168,,1,Rougheye and Blackspotted rockfishW
2019,2020,2,Rougheye and Blackspotted rockfish,C,n/a,455,455,,1,Rougheye and Blackspotted rockfishC
2019,2020,2,Rougheye and Blackspotted rockfish,E,n/a,586,586,,1,Rougheye and Blackspotted rockfishE
2019,2020,2,Rougheye and Blackspotted rockfish,Total,"1,452","1,209","1,209",,1,Rougheye and Blackspotted rockfishTotal
2019,2020,2,Demersal shelf rockfish,SEO,375,238,238,,1,Demersal shelf rockfishSEO
2019,2020,2,Thornyhead rockfish,W,n/a,326,326,,1,Thornyhead rockfishW
2019,2020,2,Thornyhead rockfish,C,n/a,911,911,,1,Thornyhead rockfishC
2019,2020,2,Thornyhead rockfish,E,n/a,779,779,,1,Thornyhead rockfishE
2019,2020,2,Thornyhead rockfish,Total,"2,688","2,016","2,016",,1,Thornyhead rockfishTotal
2019,2020,2,Other rockfish,W and C,n/a,940,940,,1,Other rockfishWandC
2019,2020,2,Other rockfish,WYK,n/a,369,369,,1,Other rockfishWYK
2019,2020,2,Other rockfish,SEO,n/a,"2,744","2,744",,1,Other rockfishSEO
2019,2020,2,Other rockfish,Total,"5,320","4,053","4,053",,1,Other rockfishTotal
2019,2020,2,Atka mackerel,GW,"6,200","4,700","3,000",,1,Atka mackerelGW
2019,2020,2,Big skate,W,n/a,758,758,,1,Big skateW
2019,2020,2,Big skate,C,n/a,"1,560","1,560",,1,Big skateC
2019,2020,2,Big skate,E,n/a,890,890,,1,Big skateE
2019,2020,2,Big skate,Total,"4,278","3,208","3,208",,1,Big skateTotal
2019,2020,2,Longnose skate,W,n/a,158,158,,1,Longnose skateW
2019,2020,2,Longnose skate,C,n/a,"1,875","1,875",,1,Longnose skateC
2019,2020,2,Longnose skate,E,n/a,554,554,,1,Longnose skateE
2019,2020,2,Longnose skate,Total,"3,449","2,587","2,587",,1,Longnose skateTotal
2019,2020,2,Other skates,GW,"1,166",875,875,,1,Other skatesGW
2019,2020,2,Sculpins,GW,"6,932","5,199","5,199",24.0,1,SculpinsGW
2019,2020,2,Sharks,GW,"10,913","8,184","8,184",21.0,1,SharksGW
2019,2020,2,Octopus,GW,"1,307",980,980,22.0,1,OctopusGW
2019,2020,2,Total,GOA,"607,120","465,956","399,239",23.0,1,TotalGOA
2019,2021,2,Pollock,Shumagin (610),n/a,"19,775","19,775",1.0,1,PollockShumagin610
2019,2021,2,Pollock,Chirikof (620),n/a,"56,159","56,159",1.0,1,PollockChirikof620
2019,2021,2,Pollock,Kodiak (630),n/a,"27,429","27,429",1.0,1,PollockKodiak630
2019,2021,2,Pollock,WYK (640),n/a,"5,728","5,728",1.0,1,PollockWYK640
2019,2021,2,Pollock,W/C/WYK (subtotal),"149,988","111,888","109,091",1.0,1,PollockWCWYKsubtotal
2019,2021,2,Pollock,SEO (650),"13,531","10,148","10,148",1.0,1,PollockSEO650
2019,2021,2,Pollock,Total,"163,519","122,036","119,239",1.0,1,PollockTotal
2019,2021,2,Pacific cod,W,n/a,"4,942","2,076",2.0,1,Pacific codW
2019,2021,2,Pacific cod,C,n/a,"8,458","3,806",2.0,1,Pacific codC
2019,2021,2,Pacific cod,E,n/a,"1,221",549,2.0,1,Pacific codE
2019,2021,2,Pacific cod,Total,"30,099","14,621","6,431",2.0,1,Pacific codTotal
2019,2021,2,Sablefish,W,n/a,"3,003","3,003",3.0,1,SablefishW
2019,2021,2,Sablefish,C,n/a,"9,963","9,963",3.0,1,SablefishC
2019,2021,2,Sablefish,WYK,n/a,"3,323","3,323",3.0,1,SablefishWYK
2019,2021,2,Sablefish,SEO,n/a,"5,963","5,963",3.0,1,SablefishSEO
2019,2021,2,Sablefish,E (WYK and SEO) (subtotal),n/a,"9,286","9,286",3.0,1,SablefishEWYKandSEOsubtotal
2019,2021,2,Sablefish,Total,"64,765","22,252","22,252",3.0,1,SablefishTotal
2019,2021,2,Shallow-water flatfish,W,n/a,"24,256","13,250",,1,Shallow-water flatfishW
2019,2021,2,Shallow-water flatfish,C,n/a,"28,205","28,205",,1,Shallow-water flatfishC
2019,2021,2,Shallow-water flatfish,WYK,n/a,"2,820","2,820",,1,Shallow-water flatfishWYK
2019,2021,2,Shallow-water flatfish,SEO,n/a,"1,128","1,128",,1,Shallow-water flatfishSEO
2019,2021,2,Shallow-water flatfish,Total,"69,129","56,409","45,403",,1,Shallow-water flatfishTotal
2019,2021,2,Deep-water flatfish,W,n/a,225,225,,1,Deep-water flatfishW
2019,2021,2,Deep-water flatfish,C,n/a,"1,914","1,914",,1,Deep-water flatfishC
2019,2021,2,Deep-water flatfish,WYK,n/a,"2,068","2,068",,1,Deep-water flatfishWYK
2019,2021,2,Deep-water flatfish,SEO,n/a,"1,719","1,719",,1,Deep-water flatfishSEO
2019,2021,2,Deep-water flatfish,Total,"7,040","5,926","5,926",,1,Deep-water flatfishTotal
2019,2021,2,Rex sole,W,n/a,"3,013","3,013",,1,Rex soleW
2019,2021,2,Rex sole,C,n/a,"8,912","8,912",,1,Rex soleC
2019,2021,2,Rex sole,WYK,n/a,"1,206","1,206",,1,Rex soleWYK
2019,2021,2,Rex sole,SEO,n/a,"2,285","2,285",,1,Rex soleSEO
2019,2021,2,Rex sole,Total,"18,779","15,416","15,416",,1,Rex soleTotal
2019,2021,2,Arrowtooth flounder,W,n/a,"30,545","14,500",,1,Arrowtooth flounderW
2019,2021,2,Arrowtooth flounder,C,n/a,"66,683","66,683",,1,Arrowtooth flounderC
2019,2021,2,Arrowtooth flounder,WYK,n/a,"9,946","6,900",,1,Arrowtooth flounderWYK
2019,2021,2,Arrowtooth flounder,SEO,n/a,"17,183","6,900",,1,Arrowtooth flounderSEO
2019,2021,2,Arrowtooth flounder,Total,"148,597","124,357","94,983",,1,Arrowtooth flounderTotal
2019,2021,2,Flathead sole,W,n/a,"14,191","8,650",,1,Flathead soleW
2019,2021,2,Flathead sole,C,n/a,"20,799","15,400",,1,Flathead soleC
2019,2021,2,Flathead sole,WYK,n/a,"2,424","2,424",,1,Flathead soleWYK
2019,2021,2,Flathead sole,SEO,n/a,"1,912","1,912",,1,Flathead soleSEO
2019,2021,2,Flathead sole,Total,"47,919","39,326","28,386",,1,Flathead soleTotal
2019,2021,2,Pacific ocean perch,W,n/a,"1,379","1,379",,1,Pacific ocean perchW
2019,2021,2,Pacific ocean perch,C,n/a,"22,727","22,727",,1,Pacific ocean perchC
2019,2021,2,Pacific ocean perch,WYK,n/a,"1,410","1,410",,1,Pacific ocean perchWYK
2019,2021,2,Pacific ocean perch,W/C/WYK,"30,297","25,516","25,516",,1,Pacific ocean perchWCWYK
2019,2021,2,Pacific ocean perch,SEO,"5,303","4,467","4,467",,1,Pacific ocean perchSEO
2019,2021,2,Pacific ocean perch,Total,"35,600","29,983","29,983",,1,Pacific ocean perchTotal
2019,2021,2,Northern rockfish,W,n/a,"1,079","1,079",,1,Northern rockfishW
2019,2021,2,Northern rockfish,C,n/a,"3,027","3,027",,1,Northern rockfishC
2019,2021,2,Northern rockfish,E,n/a,1,,,1,Northern rockfishE
2019,2021,2,Northern rockfish,Total,"4,898","4,107","4,106",,1,Northern rockfishTotal
2019,2021,2,Shortraker rockfish,W,n/a,52,52,,1,Shortraker rockfishW
2019,2021,2,Shortraker rockfish,C,n/a,284,284,,1,Shortraker rockfishC
2019,2021,2,Shortraker rockfish,E,n/a,372,372,,1,Shortraker rockfishE
2019,2021,2,Shortraker rockfish,Total,944,708,708,,1,Shortraker rockfishTotal
2019,2021,2,Dusky rockfish,W,n/a,759,759,,1,Dusky rockfishW
2019,2021,2,Dusky rockfish,C,n/a,"2,688","2,688",,1,Dusky rockfishC
2019,2021,2,Dusky rockfish,WYK,n/a,113,113,,1,Dusky rockfishWYK
2019,2021,2,Dusky rockfish,SEO,n/a,38,38,,1,Dusky rockfishSEO
2019,2021,2,Dusky rockfish,Total,"4,396","3,598","3,598",,1,Dusky rockfishTotal
2019,2021,2,Rougheye and Blackspotted rockfish,W,n/a,169,169,,1,Rougheye and Blackspotted rockfishW
2019,2021,2,Rougheye and Blackspotted rockfish,C,n/a,455,455,,1,Rougheye and Blackspotted rockfishC
2019,2021,2,Rougheye and Blackspotted rockfish,E,n/a,587,587,,1,Rougheye and Blackspotted rockfishE
2019,2021,2,Rougheye and Blackspotted rockfish,Total,"1,455","1,211","1,211",,1,Rougheye and Blackspotted rockfishTotal
2019,2021,2,Demersal shelf rockfish,SEO,375,238,238,,1,Demersal shelf rockfishSEO
2019,2021,2,Thornyhead rockfish,W,n/a,326,326,,1,Thornyhead rockfishW
2019,2021,2,Thornyhead rockfish,C,n/a,911,911,,1,Thornyhead rockfishC
2019,2021,2,Thornyhead rockfish,E,n/a,779,779,,1,Thornyhead rockfishE
2019,2021,2,Thornyhead rockfish,Total,"2,688","2,016","2,016",,1,Thornyhead rockfishTotal
2019,2021,2,Thornyhead rockfish,W and C,n/a,940,940,,1,Thornyhead rockfishWandC
2019,2021,2,Other rockfish,WYK,n/a,369,369,,1,Other rockfishWYK
2019,2021,2,Other rockfish,SEO,n/a,"2,744","2,744",,1,Other rockfishSEO
2019,2021,2,Other rockfish,Total,"5,320","4,053","4,053",,1,Other rockfishTotal
