AssmentYr,ProjYear,lag,Species,Area,OFL,ABC,TAC
2011,2011,1,Shallow-water Flatfish,W,,"23,681","4,500"
2011,2011,1,Shallow-water Flatfish,WYK,,"1,228","1,228"
2011,2011,1,Sharks,GW,"8,263","6,197","6,197"
2011,2011,1,Shortraker Rockfish,C,,325,325
2011,2011,1,Shortraker Rockfish,E,,455,455
2011,2011,1,Shortraker Rockfish,Total,"1,219",914,914
2011,2011,1,Shortraker Rockfish,W,,134,134
2011,2011,1,Squids,GW,"1,530","1,148","1,148"
2011,2011,1,Thornyhead Rockfish,C,,637,637
2011,2011,1,Thornyhead Rockfish,E,,708,708
2011,2011,1,Thornyhead Rockfish,Total,"2,360","1,770","1,770"
2011,2011,1,Thornyhead Rockfish,W,,425,425
2012,2012,1,Arrowtooth Flounder,C,,"143,162","75,000"
2012,2012,1,Arrowtooth Flounder,SEO,,"21,066","6,900"
2012,2012,1,Arrowtooth Flounder,Total,"250,100","212,882","103,300"
2012,2012,1,Arrowtooth Flounder,W,,"27,495","14,500"
2012,2012,1,Arrowtooth Flounder,WYK,,"21,159","6,900"
2012,2012,1,Atka Mackerel,GW,"6,200","4,700","2,000"
2012,2012,1,Big Skates,C,,"1,793","1,793"
2012,2012,1,Big Skates,E,,"1,505","1,505"
2012,2012,1,Big Skates,Total,"5,023","3,767","3,767"
2012,2012,1,Big Skates,W,,469,469
2012,2012,1,Deep-water Flatfish,C,,"2,308","2,308"
2012,2012,1,Deep-water Flatfish,SEO,,"1,061","1,061"
2012,2012,1,Deep-water Flatfish,Total,"6,834","5,126","5,126"
2012,2012,1,Deep-water Flatfish,W,,176,176
2012,2012,1,Deep-water Flatfish,WYK,,"1,581","1,581"
2012,2012,1,Demersal Shelf Rockfish,SEO,467,293,293
2012,2012,1,Flathead Sole,C,,"25,838","15,400"
2012,2012,1,Flathead Sole,SEO,,"1,711","1,711"
2012,2012,1,Flathead Sole,Total,"59,380","47,407","30,319"
2012,2012,1,Flathead Sole,W,,"15,300","8,650"
2012,2012,1,Flathead Sole,WYK,,"4,558","4,558"
2012,2012,1,Longnose Skates,C,,"1,879","1,879"
2012,2012,1,Longnose Skates,E,,676,676
2012,2012,1,Longnose Skates,Total,"3,500","2,625","2,625"
2012,2012,1,Longnose Skates,W,,70,70
2012,2012,1,Northern Rockfish,C,,"3,351","3,351"
2012,2012,1,Northern Rockfish,E,,0,0
2012,2012,1,Northern Rockfish,Total,"6,574","5,507","5,507"
2012,2012,1,Northern Rockfish,W,,"2,156","2,156"
2012,2012,1,Octopus,GW,"1,941","1,455","1,455"
2012,2012,1,Other Rockfish,C,,606,606
2012,2012,1,Other Rockfish,SEO,,"3,165",200
2012,2012,1,Other Rockfish,Total,"5,305","4,045","1,080"
2012,2012,1,Other Rockfish,W,,44,44
2012,2012,1,Other Rockfish,WYK,,230,230
2012,2012,1,Other Skates,GW,"2,706","2,030","2,030"
2012,2012,1,Pacific Ocean Perch,C,"12,980","11,263","11,263"
2012,2012,1,Pacific Ocean Perch,E (WYK and SEO subtotal),"4,095",,
2012,2012,1,Pacific Ocean Perch,SEO,,"1,861","1,861"
2012,2012,1,Pacific Ocean Perch,Total,"19,498","16,918","16,918"
2012,2012,1,Pacific Ocean Perch,W,"2,423","2,102","2,102"
2012,2012,1,Pacific Ocean Perch,WYK,,"1,692","1,692"
2012,2012,1,Pacific cod,C,,"56,940","42,705"
2012,2012,1,Pacific cod,E,,"2,628","1,971"
2012,2012,1,Pacific cod,Total,"104,000","87,600","65,700"
2012,2012,1,Pacific cod,W,,"28,032","21,024"
2012,2012,1,Pelagic Shelf Rockfish,C,,"3,849","3,849"
2012,2012,1,Pelagic Shelf Rockfish,SEO,,318,318
2012,2012,1,Pelagic Shelf Rockfish,Total,"6,257","5,118","5,118"
2012,2012,1,Pelagic Shelf Rockfish,W,,409,409
2012,2012,1,Pelagic Shelf Rockfish,WYK,,542,542
2012,2012,1,Pollock,Chirikof (620),,"45,808","45,808"
2012,2012,1,Pollock,Kodiak (630),,"26,348","26,348"
2012,2012,1,Pollock,SEO (650),"14,366","10,774","10,774"
2012,2012,1,Pollock,Shumagin (610),,"30,270","30,270"
2012,2012,1,Pollock,Total,"158,082","116,444","116,444"
2012,2012,1,Pollock,W/C/WYK (subtotal),"143,716","105,670","105,670"
2012,2012,1,Pollock,WYK (640),,"3,244","3,244"
2012,2012,1,Rex Sole,C,,"6,412","6,412"
2012,2012,1,Rex Sole,SEO,,"1,057","1,057"
2012,2012,1,Rex Sole,Total,"12,561","9,612","9,612"
2012,2012,1,Rex Sole,W,,"1,307","1,307"
2012,2012,1,Rex Sole,WYK,,836,836
2012,2012,1,Rougheye and Blackspotted Rockfish,C,,850,850
2012,2012,1,Rougheye and Blackspotted Rockfish,E,,293,293
2012,2012,1,Rougheye and Blackspotted Rockfish,Total,"1,472","1,223","1,223"
2012,2012,1,Rougheye and Blackspotted Rockfish,W,,80,80
2012,2012,1,Sablefish,C,,"5,760","5,760"
2012,2012,1,Sablefish,E (WYK and SEO subtotal),,"5,420","5,420"
2012,2012,1,Sablefish,SEO,,"3,173","3,173"
2012,2012,1,Sablefish,Total,"15,330","12,960","12,960"
2012,2012,1,Sablefish,W,,"1,780","1,780"
2012,2012,1,Sablefish,WYK,,"2,247","2,247"
2012,2012,1,Sculpins,GW,"7,641","5,731","5,731"
2012,2012,1,Shallow-water Flatfish,C,,"22,910","18,000"
2012,2012,1,Shallow-water Flatfish,SEO,,"1,472","1,472"
2012,2012,1,Shallow-water Flatfish,Total,"61,681","50,683","37,029"
2012,2012,1,Shallow-water Flatfish,W,,"21,994","13,250"
2012,2012,1,Shallow-water Flatfish,WYK,,"4,307","4,307"
2012,2012,1,Sharks,GW,"8,037","6,028","6,028"
2012,2012,1,Shortraker Rockfish,C,,452,452
2012,2012,1,Shortraker Rockfish,E,,525,525
2012,2012,1,Shortraker Rockfish,Total,"1,441","1,081","1,081"
2012,2012,1,Shortraker Rockfish,W,,104,104
2012,2012,1,Squids,GW,"1,530","1,148","1,148"
2012,2012,1,Thornyhead Rockfish,C,,766,766
2012,2012,1,Thornyhead Rockfish,E,,749,749
2012,2012,1,Thornyhead Rockfish,Total,"2,220","1,665","1,665"
2012,2012,1,Thornyhead Rockfish,W,,150,150
2014,2014,1,Arrowtooth Flounder,C,,"115,612","75,000"
2014,2014,1,Arrowtooth Flounder,SEO,,"11,372","6,900"
2014,2014,1,Arrowtooth Flounder,Total,"229,248","195,358","103,300"
2014,2014,1,Arrowtooth Flounder,W,,"31,142","14,500"
2014,2014,1,Arrowtooth Flounder,WYK,,"37,232","6,900"
2014,2014,1,Atka Mackerel,GW,"6,200","4,700","2,000"
2014,2014,1,Big Skates,C,,"1,532","1,532"
2014,2014,1,Big Skates,E,,"1,641","1,641"
2014,2014,1,Big Skates,Total,"5,016","3,762","3,762"
2014,2014,1,Big Skates,W,,589,589
2014,2014,1,Deep-water Flatfish,C,,"3,727","3,727"
2014,2014,1,Deep-water Flatfish,SEO,,"3,911","3,911"
2014,2014,1,Deep-water Flatfish,Total,"16,159","13,472","13,472"
2014,2014,1,Deep-water Flatfish,W,,302,302
2014,2014,1,Deep-water Flatfish,WYK,,"5,532","5,532"
2014,2014,1,Demersal Shelf Rockfish,SEO,438,274,274
2014,2014,1,Dusky Rockfish,C,,"3,584","3,584"
2014,2014,1,Dusky Rockfish,SEO,,201,201
2014,2014,1,Dusky Rockfish,Total,"6,708","5,486","5,486"
2014,2014,1,Dusky Rockfish,W,,317,317
2014,2014,1,Dusky Rockfish,WYK,,"1,384","1,384"
2014,2014,1,Flathead Sole,C,,"24,805","15,400"
2014,2014,1,Flathead Sole,SEO,,171,171
2014,2014,1,Flathead Sole,Total,"50,664","41,231","27,746"
2014,2014,1,Flathead Sole,W,,"12,730","8,650"
2014,2014,1,Flathead Sole,WYK,,"3,525","3,525"
2014,2014,1,Longnose Skates,C,,"1,935","1,935"
2014,2014,1,Longnose Skates,E,,834,834
2014,2014,1,Longnose Skates,Total,"3,835","2,876","2,876"
2014,2014,1,Longnose Skates,W,,107,107
2014,2014,1,Northern Rockfish,C,,"4,017","4,017"
2014,2014,1,Northern Rockfish,E,,,
2014,2014,1,Northern Rockfish,Total,"6,349","5,322","5,322"
2014,2014,1,Northern Rockfish,W,,"1,305","1,305"
2014,2014,1,Octopus,GW,"2,009","1,507","1,507"
2014,2014,1,Octopus,Total,"790,468","640,675","499,274"
2014,2014,1,Other Rockfish,SEO,,"2,470",200
2014,2014,1,Other Rockfish,Total,"5,347","4,081","1,811"
2014,2014,1,Other Rockfish,W and C,,"1,031","1,031"
2014,2014,1,Other Rockfish,WYK,,580,580
2014,2014,1,Other Skates,GW,"2,652","1,989","1,989"
2014,2014,1,Pacific Ocean Perch,C,,"12,855","12,855"
2014,2014,1,Pacific Ocean Perch,SEO,"1,303","2,124","2,124"
2014,2014,1,Pacific Ocean Perch,Total,"22,319","19,309","19,309"
2014,2014,1,Pacific Ocean Perch,W,,"2,399","2,399"
2014,2014,1,Pacific Ocean Perch,W/C/WYK (subtotal),"21,016","17,185","17,185"
2014,2014,1,Pacific Ocean Perch,WYK,,"1,931","1,931"
2014,2014,1,Pacific cod,C,,"53,100","39,825"
2014,2014,1,Pacific cod,E,,"2,655","1,991"
2014,2014,1,Pacific cod,Total,"107,300","88,500","64,738"
2014,2014,1,Pacific cod,W,,"32,745","22,922"
2014,2014,1,Pollock,Chirikof (620),,"81,784","81,784"
2014,2014,1,Pollock,Kodiak (630),,"39,756","39,756"
2014,2014,1,Pollock,SEO (650),"16,833","12,625","12,625"
2014,2014,1,Pollock,Shumagin (610),,"36,070","36,070"
2014,2014,1,Pollock,Total,"228,831","174,976","174,976"
2014,2014,1,Pollock,W/C/WYK (subtotal),"211,998","162,351","162,351"
2014,2014,1,Pollock,WYK (640),,"4,741","4,741"
2014,2014,1,Rex Sole,C,,"6,231","6,231"
2014,2014,1,Rex Sole,SEO,,"1,027","1,027"
2014,2014,1,Rex Sole,Total,"12,207","9,341","9,341"
2014,2014,1,Rex Sole,W,,"1,270","1,270"
2014,2014,1,Rex Sole,WYK,,813,813
2014,2014,1,Rougheye and Blackspotted Rockfish,E,,298,298
2014,2014,1,Rougheye and Blackspotted Rockfish,Total,"1,497","1,244","1,244"
2014,2014,1,Rougheye and Blackspotted Rockfish,,"n/a
                                 n/a","82
                                 864","82
                                 864"
2014,2014,1,Sablefish,C,,"4,681","4,681"
2014,2014,1,Sablefish,E (WYK and SEO subtotal),,"4,411","4,411"
2014,2014,1,Sablefish,SEO,,"2,695","2,695"
2014,2014,1,Sablefish,Total,"12,500","10,572","10,572"
2014,2014,1,Sablefish,W,,"1,480","1,480"
2014,2014,1,Sablefish,WYK,,"1,716","1,716"
2014,2014,1,Sculpins,GW,"7,448","5,569","5,569"
2014,2014,1,Shallow-water Flatfish,C,,"17,813","17,813"
2014,2014,1,Shallow-water Flatfish,SEO,,577,577
2014,2014,1,Shallow-water Flatfish,Total,"50,007","40,805","33,679"
2014,2014,1,Shallow-water Flatfish,W,,"20,376","13,250"
2014,2014,1,Shallow-water Flatfish,WYK,,"2,039","2,039"
2014,2014,1,Sharks,GW,"7,986","5,989","5,989"
2014,2014,1,Shortraker Rockfish,C,,397,397
2014,2014,1,Shortraker Rockfish,E,,834,834
2014,2014,1,Shortraker Rockfish,Total,"1,764","1,323","1,323"
2014,2014,1,Shortraker Rockfish,W,,92,92
2014,2014,1,Squids,GW,"1,530","1,148","1,148"
2014,2014,1,Thornyhead Rockfish,C,,875,875
2014,2014,1,Thornyhead Rockfish,E,,731,731
2014,2014,1,Thornyhead Rockfish,Total,"2,454","1,841","1,841"
2014,2014,1,Thornyhead Rockfish,W,,235,235
2015,2015,1,Arrowtooth Flounder,C,,"114,170","75,000"
2015,2015,1,Arrowtooth Flounder,SEO,,"11,228","6,900"
2015,2015,1,Arrowtooth Flounder,Total,"226,390","192,921","103,300"
2015,2015,1,Arrowtooth Flounder,W,,"30,752","14,500"
2015,2015,1,Arrowtooth Flounder,WYK,,"36,771","6,900"
2015,2015,1,Atka Mackerel,GW,"6,200","4,700","2,000"
2015,2015,1,Big Skates,C,,"1,257","1,257"
2015,2015,1,Big Skates,E,,"1,267","1,267"
2015,2015,1,Big Skates,Total,"4,340","3,255","3,255"
2015,2015,1,Big Skates,W,,731,731
2015,2015,1,Deep-water Flatfish,C,,"3,689","3,689"
2015,2015,1,Deep-water Flatfish,SEO,,"3,870","3,870"
2015,2015,1,Deep-water Flatfish,Total,"15,993","13,334","13,334"
2015,2015,1,Deep-water Flatfish,W,,301,301
2015,2015,1,Deep-water Flatfish,WYK,,"5,474","5,474"
2015,2015,1,Demersal Shelf Rockfish,SEO,361,225,225
2015,2015,1,Dusky Rockfish,C,,"3,336","3,336"
2015,2015,1,Dusky Rockfish,SEO,,189,189
2015,2015,1,Dusky Rockfish,Total,"6,246","5,109","5,109"
2015,2015,1,Dusky Rockfish,W,,296,296
2015,2015,1,Dusky Rockfish,WYK,,"1,288","1,288"
2015,2015,1,Flathead Sole,C,,"24,876","15,400"
2015,2015,1,Flathead Sole,SEO,,171,171
2015,2015,1,Flathead Sole,Total,"50,792","41,349","27,756"
2015,2015,1,Flathead Sole,W,,"12,767","8,650"
2015,2015,1,Flathead Sole,WYK,,"3,535","3,535"
2015,2015,1,Longnose Skates,C,,"2,090","2,090"
2015,2015,1,Longnose Skates,E,,976,976
2015,2015,1,Longnose Skates,Total,"4,291","3,218","3,218"
2015,2015,1,Longnose Skates,W,,152,152
2015,2015,1,Northern Rockfish,C,,"3,772","3,772"
2015,2015,1,Northern Rockfish,E,,,
2015,2015,1,Northern Rockfish,Total,"5,961","4,998","4,998"
2015,2015,1,Northern Rockfish,W,,"1,226","1,226"
2015,2015,1,Octopus,GW,"2,009","1,507","1,507"
2015,2015,1,Other Rockfish,SEO,,"2,469",200
2015,2015,1,Other Rockfish,Total,"5,347","4,080","1,811"
2015,2015,1,Other Rockfish,W and C,,"1,031","1,031"
2015,2015,1,Other Rockfish,WYK,,580,580
2015,2015,1,Other Skates,GW,"2,980","2,235","2,235"
2015,2015,1,Pacific Ocean Perch,C,,"15,873","15,873"
2015,2015,1,Pacific Ocean Perch,SEO,954,823,823
2015,2015,1,Pacific Ocean Perch,Total,"24,360","21,012","21,012"
2015,2015,1,Pacific Ocean Perch,W,,"2,302","2,302"
2015,2015,1,Pacific Ocean Perch,W/C/WYK (subtotal),"23,406","20,189","20,189"
2015,2015,1,Pacific Ocean Perch,WYK,,"2,014","2,014"
2015,2015,1,Pacific cod,C,,"61,320","45,990"
2015,2015,1,Pacific cod,E,,"2,828","2,121"
2015,2015,1,Pacific cod,Total,"140,300","102,850","75,202"
2015,2015,1,Pacific cod,W,,"38,702","27,091"
2015,2015,1,Pollock,Chirikof (620),,"97,579","97,579"
2015,2015,1,Pollock,Kodiak (630),,"52,594","52,594"
2015,2015,1,Pollock,SEO (650),"16,833","12,625","12,625"
2015,2015,1,Pollock,Shumagin (610),,"31,634","31,634"
2015,2015,1,Pollock,Total,"273,378","203,934","199,151"
2015,2015,1,Pollock,W/C/WYK (subtotal),"256,545","191,309","186,526"
2015,2015,1,Pollock,WYK (640),,"4,719","4,719"
2015,2015,1,Rex Sole,C,,"5,816","5,816"
2015,2015,1,Rex Sole,SEO,,"1,304","1,304"
2015,2015,1,Rex Sole,Total,"11,957","9,150","9,150"
2015,2015,1,Rex Sole,W,,"1,258","1,258"
2015,2015,1,Rex Sole,WYK,,772,772
2015,2015,1,Rougheye and Blackspotted Rockfish,C,,632,632
2015,2015,1,Rougheye and Blackspotted Rockfish,E,,375,375
2015,2015,1,Rougheye and Blackspotted Rockfish,Total,"1,345","1,122","1,122"
2015,2015,1,Rougheye and Blackspotted Rockfish,W,,115,115
2015,2015,1,Sablefish,C,,"4,658","4,658"
2015,2015,1,Sablefish,E (WYK and SEO subtotal),,"4,390","4,390"
2015,2015,1,Sablefish,SEO,,"2,682","2,682"
2015,2015,1,Sablefish,Total,"12,425","10,522","10,522"
2015,2015,1,Sablefish,W,,"1,474","1,474"
2015,2015,1,Sablefish,WYK,,"1,708","1,708"
2015,2015,1,Sculpins,GW,"7,448","5,569","5,569"
2015,2015,1,Shallow-water Flatfish,C,,"19,297","19,297"
2015,2015,1,Shallow-water Flatfish,SEO,,625,625
2015,2015,1,Shallow-water Flatfish,Total,"54,207","44,205","35,381"
2015,2015,1,Shallow-water Flatfish,W,,"22,074","13,250"
2015,2015,1,Shallow-water Flatfish,WYK,,"2,209","2,209"
2015,2015,1,Sharks,GW,"7,986","5,989","5,989"
2015,2015,1,Shortraker Rockfish,C,,397,397
2015,2015,1,Shortraker Rockfish,E,,834,834
2015,2015,1,Shortraker Rockfish,Total,"1,764","1,323","1,323"
2015,2015,1,Shortraker Rockfish,W,,92,92
2015,2015,1,Squids,GW,"1,530","1,148","1,148"
2015,2015,1,Thornyhead Rockfish,C,,875,875
2015,2015,1,Thornyhead Rockfish,E,,731,731
2015,2015,1,Thornyhead Rockfish,Total,"2,454","1,841","1,841"
2015,2015,1,Thornyhead Rockfish,W,,235,235
2016,2016,1,Arrowtooth Flounder,C,,"107,981","75,000"
2016,2016,1,Arrowtooth Flounder,SEO,,"12,656","6,900"
2016,2016,1,Arrowtooth Flounder,Total,"219,430","186,188","103,300"
2016,2016,1,Arrowtooth Flounder,W,,"28,183","14,500"
2016,2016,1,Arrowtooth Flounder,WYK,,"37,368","6,900"
2016,2016,1,Atka Mackerel,GW,"6,200","4,700","2,000"
2016,2016,1,Big Skates,C,,"1,850","1,850"
2016,2016,1,Big Skates,E,,"1,056","1,056"
2016,2016,1,Big Skates,Total,"5,086","3,814","3,814"
2016,2016,1,Big Skates,W,,908,908
2016,2016,1,Deep-water Flatfish,C,,"3,495","3,495"
2016,2016,1,Deep-water Flatfish,SEO,,"2,548","2,548"
2016,2016,1,Deep-water Flatfish,Total,"11,102","9,226","9,226"
2016,2016,1,Deep-water Flatfish,W,,186,186
2016,2016,1,Deep-water Flatfish,WYK,,"2,997","2,997"
2016,2016,1,Demersal Shelf Rockfish,SEO,364,231,231
2016,2016,1,Dusky Rockfish,C,,"4,147","4,147"
2016,2016,1,Dusky Rockfish,SEO,,91,91
2016,2016,1,Dusky Rockfish,Total,"5,733","4,686","4,686"
2016,2016,1,Dusky Rockfish,W,,173,173
2016,2016,1,Dusky Rockfish,WYK,,275,275
2016,2016,1,Flathead Sole,C,,"20,211","15,400"
2016,2016,1,Flathead Sole,SEO,,852,852
2016,2016,1,Flathead Sole,Total,"42,840","35,020","27,832"
2016,2016,1,Flathead Sole,W,,"11,027","8,650"
2016,2016,1,Flathead Sole,WYK,,"2,930","2,930"
2016,2016,1,Longnose Skates,C,,"2,513","2,513"
2016,2016,1,Longnose Skates,E,,632,632
2016,2016,1,Longnose Skates,Total,"4,274","3,206","3,206"
2016,2016,1,Longnose Skates,W,,61,61
2016,2016,1,Northern Rockfish,C,,"3,547","3,547"
2016,2016,1,Northern Rockfish,E,,4,
2016,2016,1,Northern Rockfish,Total,"4,783","4,004","4,004"
2016,2016,1,Northern Rockfish,W,,457,457
2016,2016,1,Octopus,GW,"6,504","4,878","4,878"
2016,2016,1,Other Rockfish,SEO,,"3,665",200
2016,2016,1,Other Rockfish,Total,"7,424","5,773","2,308"
2016,2016,1,Other Rockfish,W and C,,"1,534","1,534"
2016,2016,1,Other Rockfish,WYK,,574,574
2016,2016,1,Other Skates,GW,"2,558","1,919","1,919"
2016,2016,1,Pacific Ocean Perch,C,,"17,033","17,033"
2016,2016,1,Pacific Ocean Perch,SEO,"2,118","1,820","1,820"
2016,2016,1,Pacific Ocean Perch,Total,"28,431","24,437","24,437"
2016,2016,1,Pacific Ocean Perch,W,,"2,737","2,737"
2016,2016,1,Pacific Ocean Perch,W/C/WYK (subtotal),"26,313","22,617","22,617"
2016,2016,1,Pacific Ocean Perch,WYK,,"2,847","2,847"
2016,2016,1,Pacific cod,C,,"49,312","36,984"
2016,2016,1,Pacific cod,E,,"8,785","6,589"
2016,2016,1,Pacific cod,Total,"116,700","98,600","71,925"
2016,2016,1,Pacific cod,W,,"40,503","28,352"
2016,2016,1,Pollock,Chirikof (620),,"124,927","124,927"
2016,2016,1,Pollock,Kodiak (630),,"57,183","57,183"
2016,2016,1,Pollock,SEO (650),"13,226","9,920","9,920"
2016,2016,1,Pollock,Shumagin (610),,"56,494","56,494"
2016,2016,1,Pollock,Total,"336,084","264,230","257,872"
2016,2016,1,Pollock,W/C/WYK (subtotal),"322,858","254,310","247,952"
2016,2016,1,Pollock,WYK (640),,"9,348","9,348"
2016,2016,1,Rex Sole,C,,"4,445","4,445"
2016,2016,1,Rex Sole,SEO,,967,967
2016,2016,1,Rex Sole,Total,"9,791","7,493","7,493"
2016,2016,1,Rex Sole,W,,"1,315","1,315"
2016,2016,1,Rex Sole,WYK,,766,766
2016,2016,1,Rougheye and Blackspotted Rockfish,C,,707,707
2016,2016,1,Rougheye and Blackspotted Rockfish,E,,516,516
2016,2016,1,Rougheye and Blackspotted Rockfish,Total,"1,596","1,328","1,328"
2016,2016,1,Rougheye and Blackspotted Rockfish,W,,105,105
2016,2016,1,Sablefish,C,,"4,023","4,023"
2016,2016,1,Sablefish,E (WYK and SEO subtotal),,"3,792","3,792"
2016,2016,1,Sablefish,SEO,,"2,317","2,317"
2016,2016,1,Sablefish,Total,"10,326","9,087","9,087"
2016,2016,1,Sablefish,W,,"1,272","1,272"
2016,2016,1,Sablefish,WYK,,"1,475","1,475"
2016,2016,1,Sculpins,GW,"7,338","5,591","5,591"
2016,2016,1,Shallow-water Flatfish,C,,"19,242","19,242"
2016,2016,1,Shallow-water Flatfish,SEO,,"1,094","1,094"
2016,2016,1,Shallow-water Flatfish,Total,"54,520","44,364","36,763"
2016,2016,1,Shallow-water Flatfish,W,,"20,851","13,250"
2016,2016,1,Shallow-water Flatfish,WYK,,"3,177","3,177"
2016,2016,1,Sharks,GW,"6,020","4,514","4,514"
2016,2016,1,Shortraker Rockfish,C,,301,301
2016,2016,1,Shortraker Rockfish,E,,947,947
2016,2016,1,Shortraker Rockfish,Total,"1,715","1,286","1,286"
2016,2016,1,Shortraker Rockfish,W,,38,38
2016,2016,1,Squids,GW,"1,530","1,148","1,148"
2016,2016,1,Thornyhead Rockfish,C,,988,988
2016,2016,1,Thornyhead Rockfish,E,,682,682
2016,2016,1,Thornyhead Rockfish,Total,"2,615","1,961","1,961"
2016,2016,1,Thornyhead Rockfish,W,,291,291
2017,2017,1,Arrowtooth Flounder,C,,"107,934","75,000"
2017,2017,1,Arrowtooth Flounder,SEO,,"12,654","6,900"
2017,2017,1,Arrowtooth Flounder,Total,"219,327","186,093","103,300"
2017,2017,1,Arrowtooth Flounder,W,,"28,100","14,500"
2017,2017,1,Arrowtooth Flounder,WYK,,"37,405","6,900"
2017,2017,1,Atka Mackerel,GW,"6,200","4,700","3,000"
2017,2017,1,Big Skates,C,,"1,850","1,850"
2017,2017,1,Big Skates,E,,"1,056","1,056"
2017,2017,1,Big Skates,Total,"5,086","3,814","3,814"
2017,2017,1,Big Skates,W,,908,908
2017,2017,1,Deep-water Flatfish,C,,"3,454","3,454"
2017,2017,1,Deep-water Flatfish,SEO,,"2,565","2,565"
2017,2017,1,Deep-water Flatfish,Total,"11,182","9,292","9,292"
2017,2017,1,Deep-water Flatfish,W,,256,256
2017,2017,1,Deep-water Flatfish,WYK,,"3,017","3,017"
2017,2017,1,Demersal Shelf Rockfish,SEO,357,227,227
2017,2017,1,Dusky Rockfish,C,,"3,786","3,786"
2017,2017,1,Dusky Rockfish,SEO,,83,83
2017,2017,1,Dusky Rockfish,Total,"5,233","4,278","4,278"
2017,2017,1,Dusky Rockfish,W,,158,158
2017,2017,1,Dusky Rockfish,WYK,,251,251
2017,2017,1,Flathead Sole,C,,"20,339","15,400"
2017,2017,1,Flathead Sole,SEO,,857,857
2017,2017,1,Flathead Sole,Total,"43,128","35,243","27,856"
2017,2017,1,Flathead Sole,W,,"11,098","8,650"
2017,2017,1,Flathead Sole,WYK,,"2,949","2,949"
2017,2017,1,Longnose Skates,C,,"2,513","2,513"
2017,2017,1,Longnose Skates,E,,632,632
2017,2017,1,Longnose Skates,Total,"4,274","3,206","3,206"
2017,2017,1,Longnose Skates,W,,61,61
2017,2017,1,Northern Rockfish,C,,"3,354","3,354"
2017,2017,1,Northern Rockfish,E,,4,
2017,2017,1,Northern Rockfish,Total,"4,522","3,790","3,786"
2017,2017,1,Northern Rockfish,W,,432,432
2017,2017,1,Octopus,GW,"6,504","4,878","4,878"
2017,2017,1,Other Rockfish,SEO,,"3,665",200
2017,2017,1,Other Rockfish,Total,"7,424","5,773","2,308"
2017,2017,1,Other Rockfish,W and C,,"1,534","1,534"
2017,2017,1,Other Rockfish,WYK,,574,574
2017,2017,1,Other Skates,GW,"2,558","1,919","1,919"
2017,2017,1,Pacific Ocean Perch,C,,"16,671","16,671"
2017,2017,1,Pacific Ocean Perch,SEO,"2,073","1,782","1,782"
2017,2017,1,Pacific Ocean Perch,Total,"27,826","23,918","23,918"
2017,2017,1,Pacific Ocean Perch,W,,"2,679","2,679"
2017,2017,1,Pacific Ocean Perch,W/C/WYK (subtotal),"25,753","22,136","22,136"
2017,2017,1,Pacific Ocean Perch,WYK,,"2,786","2,786"
2017,2017,1,Pacific cod,C,,"44,180","33,135"
2017,2017,1,Pacific cod,E,,"7,871","5,903"
2017,2017,1,Pacific cod,Total,"105,378","88,342","64,442"
2017,2017,1,Pacific cod,W,,"36,291","25,404"
2017,2017,1,Pollock,Chirikof (620),,"98,652","98,652"
2017,2017,1,Pollock,Kodiak (630),,"48,929","48,929"
2017,2017,1,Pollock,SEO (650),"13,226","9,920","9,920"
2017,2017,1,Pollock,Shumagin (610),,"43,602","43,602"
2017,2017,1,Pollock,Total,"249,033","213,689","208,595"
2017,2017,1,Pollock,W/C/WYK (subtotal),"235,807","203,769","198,675"
2017,2017,1,Pollock,WYK (640),,"7,492","7,492"
2017,2017,1,Rex Sole,C,,"4,930","4,930"
2017,2017,1,Rex Sole,SEO,,"1,072","1,072"
2017,2017,1,Rex Sole,Total,"10,860","8,311","8,311"
2017,2017,1,Rex Sole,W,,"1,459","1,459"
2017,2017,1,Rex Sole,WYK,,850,850
2017,2017,1,Rougheye and Blackspotted Rockfish,C,,706,706
2017,2017,1,Rougheye and Blackspotted Rockfish,E,,516,516
2017,2017,1,Rougheye and Blackspotted Rockfish,Total,"1,594","1,327","1,327"
2017,2017,1,Rougheye and Blackspotted Rockfish,W,,105,105
2017,2017,1,Sablefish,C,,"4,514","4,514"
2017,2017,1,Sablefish,E (WYK and SEO subtotal),,"4,211","4,211"
2017,2017,1,Sablefish,SEO,,"2,606","2,606"
2017,2017,1,Sablefish,Total,"11,885","10,074","10,074"
2017,2017,1,Sablefish,W,,"1,349","1,349"
2017,2017,1,Sablefish,WYK,,"1,605","1,605"
2017,2017,1,Sculpins,GW,"7,338","5,591","5,591"
2017,2017,1,Shallow-water Flatfish,C,,"19,306","19,306"
2017,2017,1,Shallow-water Flatfish,SEO,,"1,099","1,099"
2017,2017,1,Shallow-water Flatfish,Total,"54,583","44,514","36,843"
2017,2017,1,Shallow-water Flatfish,W,,"20,921","13,250"
2017,2017,1,Shallow-water Flatfish,WYK,,"3,188","3,188"
2017,2017,1,Sharks,GW,"6,020","4,514","4,514"
2017,2017,1,Shortraker Rockfish,C,,301,301
2017,2017,1,Shortraker Rockfish,E,,947,947
2017,2017,1,Shortraker Rockfish,Total,"1,715","1,286","1,286"
2017,2017,1,Shortraker Rockfish,W,,38,38
2017,2017,1,Squids,GW,"1,516","1,137","1,137"
2017,2017,1,Thornyhead Rockfish,C,,988,988
