AssmentYr,ProjYear,lag,Species,Area,OFL,ABC,TAC
2017,2017,1,Thornyhead Rockfish,E,,682,682
2017,2017,1,Thornyhead Rockfish,Total,"2,615","1,961","1,961"
2017,2017,1,Thornyhead Rockfish,W,,291,291
2018,2018,1,Arrowtooth Flounder,C,,"73,480","48,000"
2018,2018,1,Arrowtooth Flounder,SEO,,"23,744","6,900"
2018,2018,1,Arrowtooth Flounder,Total,"180,697","150,945","76,300"
2018,2018,1,Arrowtooth Flounder,W,,"37,253","14,500"
2018,2018,1,Arrowtooth Flounder,WYK,,"16,468","6,900"
2018,2018,1,Atka Mackerel,GW,"6,200","4,700","3,000"
2018,2018,1,Big Skates,C,,"1,774","1,774"
2018,2018,1,Big Skates,E,,570,570
2018,2018,1,Big Skates,Total,"3,797","2,848","2,848"
2018,2018,1,Big Skates,W,,504,504
2018,2018,1,Deep-water Flatfish,C,,"3,400","3,400"
2018,2018,1,Deep-water Flatfish,SEO,,"2,332","2,332"
2018,2018,1,Deep-water Flatfish,Total,"11,294","9,385","9,385"
2018,2018,1,Deep-water Flatfish,W,,413,413
2018,2018,1,Deep-water Flatfish,WYK,,"3,239","3,239"
2018,2018,1,Demersal Shelf Rockfish,SEO,394,250,250
2018,2018,1,Dusky Rockfish,C,,"3,502","3,502"
2018,2018,1,Dusky Rockfish,SEO,,77,77
2018,2018,1,Dusky Rockfish,Total,"4,841","3,957","3,957"
2018,2018,1,Dusky Rockfish,W,,146,146
2018,2018,1,Dusky Rockfish,WYK,,232,232
2018,2018,1,Flathead Sole,C,,"20,238","15,400"
2018,2018,1,Flathead Sole,SEO,,406,406
2018,2018,1,Flathead Sole,Total,"43,011","35,266","26,388"
2018,2018,1,Flathead Sole,W,,"12,690","8,650"
2018,2018,1,Flathead Sole,WYK,,"1,932","1,932"
2018,2018,1,Longnose Skates,C,,"2,804","2,804"
2018,2018,1,Longnose Skates,E,,619,619
2018,2018,1,Longnose Skates,Total,"4,763","3,572","3,572"
2018,2018,1,Longnose Skates,W,,149,149
2018,2018,1,Northern Rockfish,C,,"3,261","3,261"
2018,2018,1,Northern Rockfish,E,,4,
2018,2018,1,Northern Rockfish,Total,"4,380","3,685","3,681"
2018,2018,1,Northern Rockfish,W,,420,420
2018,2018,1,Octopus,GW,"1,300",975,975
2018,2018,1,Other Rockfish,SEO,,"3,489",200
2018,2018,1,Other Rockfish,Total,"7,356","5,594","2,305"
2018,2018,1,Other Rockfish,W and C,,"1,737","1,737"
2018,2018,1,Other Rockfish,WYK,,368,368
2018,2018,1,Other Skates,GW,"1,845","1,384","1,384"
2018,2018,1,Pacific Ocean Perch,C,,"20,112","20,112"
2018,2018,1,Pacific Ocean Perch,SEO,"2,902","2,441","2,441"
2018,2018,1,Pacific Ocean Perch,Total,"34,762","29,236","29,236"
2018,2018,1,Pacific Ocean Perch,W,,"3,312","3,312"
2018,2018,1,Pacific Ocean Perch,W/C/WYK (subtotal),"31,860","26,795","26,795"
2018,2018,1,Pacific Ocean Perch,WYK,,"3,371","3,371"
2018,2018,1,Pacific cod,C,,"8,118","6,089"
2018,2018,1,Pacific cod,E,,"1,800","1,350"
2018,2018,1,Pacific cod,Total,"23,565","18,000","13,096"
2018,2018,1,Pacific cod,W,,"8,082","5,657"
2018,2018,1,Pollock,Chirikof (620),,"79,495","79,495"
2018,2018,1,Pollock,Kodiak (630),,"40,939","40,939"
2018,2018,1,Pollock,SEO (650),"11,697","8,773","8,773"
2018,2018,1,Pollock,Shumagin (610),,"30,188","30,188"
2018,2018,1,Pollock,Total,"198,756","170,265","166,228"
2018,2018,1,Pollock,W/C/WYK (subtotal),"187,059","161,492","157,455"
2018,2018,1,Pollock,WYK (640),,"6,833","6,833"
2018,2018,1,Rex Sole,C,,"8,739","8,739"
2018,2018,1,Rex Sole,SEO,,"1,811","1,811"
2018,2018,1,Rex Sole,Total,"18,706","15,373","15,373"
2018,2018,1,Rex Sole,W,,"3,086","3,086"
2018,2018,1,Rex Sole,WYK,,"1,737","1,737"
2018,2018,1,Rougheye and Blackspotted Rockfish,C,,556,556
2018,2018,1,Rougheye and Blackspotted Rockfish,E,,712,712
2018,2018,1,Rougheye and Blackspotted Rockfish,Total,"1,735","1,444","1,444"
2018,2018,1,Rougheye and Blackspotted Rockfish,W,,176,176
2018,2018,1,Sablefish,C,,"5,158","5,158"
2018,2018,1,Sablefish,E (WYK and SEO subtotal),,"4,803","4,803"
2018,2018,1,Sablefish,SEO,,"2,974","2,974"
2018,2018,1,Sablefish,Total,"22,703","11,505","11,505"
2018,2018,1,Sablefish,W,,"1,544","1,544"
2018,2018,1,Sablefish,WYK,,"1,829","1,829"
2018,2018,1,Sculpins,GW,"6,958","5,301","5,301"
2018,2018,1,Shallow-water Flatfish,C,,"25,315","25,315"
2018,2018,1,Shallow-water Flatfish,SEO,,"1,925","1,925"
2018,2018,1,Shallow-water Flatfish,Total,"67,240","54,688","42,732"
2018,2018,1,Shallow-water Flatfish,W,,"25,206","13,250"
2018,2018,1,Shallow-water Flatfish,WYK,,"2,242","2,242"
2018,2018,1,Sharks,GW,"6,020","4,514","4,514"
2018,2018,1,Shortraker Rockfish,C,,305,305
2018,2018,1,Shortraker Rockfish,E,,514,514
2018,2018,1,Shortraker Rockfish,Total,"1,151",863,863
2018,2018,1,Shortraker Rockfish,W,,44,44
2018,2018,1,Squids,GW,"1,516","1,137","1,137"
2018,2018,1,Thornyhead Rockfish,C,,921,921
2018,2018,1,Thornyhead Rockfish,E,,773,773
2018,2018,1,Thornyhead Rockfish,Total,"2,717","2,038","2,038"
2018,2018,1,Thornyhead Rockfish,W,,344,344
2019,2019,1,Arrowtooth Flounder,C,,"70,995","70,995"
2019,2019,1,Arrowtooth Flounder,SEO,,"22,941","6,900"
2019,2019,1,Arrowtooth Flounder,Total,"174,598","145,841","99,295"
2019,2019,1,Arrowtooth Flounder,W,,"35,994","14,500"
2019,2019,1,Arrowtooth Flounder,WYK,,"15,911","6,900"
2019,2019,1,Atka Mackerel,GW,"6,200","4,700","3,000"
2019,2019,1,Big Skates,C,,"1,774","1,774"
2019,2019,1,Big Skates,E,,570,570
2019,2019,1,Big Skates,Total,"3,797","2,848","2,848"
2019,2019,1,Big Skates,W,,504,504
2019,2019,1,Deep-water Flatfish,C,,"3,443","3,443"
2019,2019,1,Deep-water Flatfish,SEO,,"2,362","2,362"
2019,2019,1,Deep-water Flatfish,Total,"11,434","9,501","9,501"
2019,2019,1,Deep-water Flatfish,W,,416,416
2019,2019,1,Deep-water Flatfish,WYK,,"3,280","3,280"
2019,2019,1,Demersal Shelf Rockfish,SEO,411,261,261
2019,2019,1,Dusky Rockfish,C,,"2,764","2,764"
2019,2019,1,Dusky Rockfish,SEO,,60,60
2019,2019,1,Dusky Rockfish,Total,"4,521","3,700","3,700"
2019,2019,1,Dusky Rockfish,W,,781,781
2019,2019,1,Dusky Rockfish,WYK,,95,95
2019,2019,1,Flathead Sole,C,,"21,109","15,400"
2019,2019,1,Flathead Sole,SEO,,423,423
2019,2019,1,Flathead Sole,Total,"44,865","36,782","26,489"
2019,2019,1,Flathead Sole,W,,"13,234","8,650"
2019,2019,1,Flathead Sole,WYK,,"2,016","2,016"
2019,2019,1,Longnose Skates,C,,"2,804","2,804"
2019,2019,1,Longnose Skates,E,,619,619
2019,2019,1,Longnose Skates,Total,"4,763","3,572","3,572"
2019,2019,1,Longnose Skates,W,,149,149
2019,2019,1,Northern Rockfish,C,,"3,338","3,338"
2019,2019,1,Northern Rockfish,E,,1,
2019,2019,1,Northern Rockfish,Total,"5,402","4,529","4,528"
2019,2019,1,Northern Rockfish,W,,"1,190","1,190"
2019,2019,1,Octopus,GW,"1,300",975,975
2019,2019,1,Other Rockfish,SEO,,"3,489","3,489"
2019,2019,1,Other Rockfish,Total,"7,356","5,594","5,594"
2019,2019,1,Other Rockfish,W and C,,"1,737","1,737"
2019,2019,1,Other Rockfish,WYK,,368,368
2019,2019,1,Other Skates,GW,"1,845","1,384","1,384"
2019,2019,1,Pacific Ocean Perch,C,,"19,646","19,646"
2019,2019,1,Pacific Ocean Perch,SEO,"2,838","2,386","2,386"
2019,2019,1,Pacific Ocean Perch,Total,"33,951","28,555","28,555"
2019,2019,1,Pacific Ocean Perch,W,,"3,227","3,227"
2019,2019,1,Pacific Ocean Perch,W/C/WYK (subtotal),"31,113","26,169","26,169"
2019,2019,1,Pacific Ocean Perch,WYK,,"3,296","3,296"
2019,2019,1,Pacific cod,C,,"7,667","5,750"
2019,2019,1,Pacific cod,E,,"1,700","1,275"
2019,2019,1,Pacific cod,Total,"23,669","17,000","12,368"
2019,2019,1,Pacific cod,W,,"7,633","5,343"
2019,2019,1,Pollock,Chirikof (620),,"67,388","67,388"
2019,2019,1,Pollock,Kodiak (630),,"34,443","34,443"
2019,2019,1,Pollock,SEO (650),"11,697","8,773","8,773"
2019,2019,1,Pollock,Shumagin (610),,"24,875","24,875"
2019,2019,1,Pollock,Total,"205,927","144,623","141,227"
2019,2019,1,Pollock,W/C/WYK (subtotal),"194,230","135,850","132,454"
2019,2019,1,Pollock,WYK (640),,"5,748","5,748"
2019,2019,1,Rex Sole,C,,"8,357","8,357"
2019,2019,1,Rex Sole,SEO,,"1,727","1,727"
2019,2019,1,Rex Sole,Total,"17,889","14,692","14,692"
2019,2019,1,Rex Sole,W,,"2,951","2,951"
2019,2019,1,Rex Sole,WYK,,"1,657","1,657"
2019,2019,1,Rougheye and Blackspotted Rockfish,C,,550,550
2019,2019,1,Rougheye and Blackspotted Rockfish,E,,704,704
2019,2019,1,Rougheye and Blackspotted Rockfish,Total,"1,715","1,428","1,428"
2019,2019,1,Rougheye and Blackspotted Rockfish,W,,174,174
2019,2019,1,Sablefish,C,,"5,178","5,178"
2019,2019,1,Sablefish,E (WYK and SEO subtotal),,"4,812","4,812"
2019,2019,1,Sablefish,SEO,,"2,984","2,984"
2019,2019,1,Sablefish,Total,"25,227","11,571","11,571"
2019,2019,1,Sablefish,W,,"1,581","1,581"
2019,2019,1,Sablefish,WYK,,"1,828","1,828"
2019,2019,1,Sculpins,GW,"6,958","5,301","5,301"
2019,2019,1,Shallow-water Flatfish,C,,"25,731","25,731"
2019,2019,1,Shallow-water Flatfish,SEO,,"1,957","1,957"
2019,2019,1,Shallow-water Flatfish,Total,"68,309","55,587","43,217"
2019,2019,1,Shallow-water Flatfish,W,,"25,620","13,250"
2019,2019,1,Shallow-water Flatfish,WYK,,"2,279","2,279"
2019,2019,1,Sharks,GW,"10,913","8,184","8,184"
2019,2019,1,Shortraker Rockfish,C,,305,305
2019,2019,1,Shortraker Rockfish,E,,514,514
2019,2019,1,Shortraker Rockfish,Total,"1,151",863,863
2019,2019,1,Shortraker Rockfish,W,,44,44
2019,2019,1,Thornyhead Rockfish,C,,911,911
2019,2019,1,Thornyhead Rockfish,E,,779,779
2019,2019,1,Thornyhead Rockfish,Total,"2,688","2,016","2,016"
2019,2019,1,Thornyhead Rockfish,W,,326,326
2025,2025,1,Arrowtooth Flounder,C,,"68,261","68,261"
2025,2025,1,Arrowtooth Flounder,SEO,,"10,998","10,998"
2025,2025,1,Arrowtooth Flounder,Total,"142,832","119,547","100,454"
2025,2025,1,Arrowtooth Flounder,W,,"33,593","14,500"
2025,2025,1,Arrowtooth Flounder,WYK,,"6,695","6,695"
2025,2025,1,Atka Mackerel,GW,"6,200","4,700","3,000"
2025,2025,1,Big Skates,C,,"1,749","1,749"
2025,2025,1,Big Skates,E,,341,341
2025,2025,1,Big Skates,Total,"3,780","2,835","2,835"
2025,2025,1,Big Skates,W,,745,745
2025,2025,1,Deep-water Flatfish,C,,"2,616","2,616"
2025,2025,1,Deep-water Flatfish,SEO,,"2,280","2,280"
2025,2025,1,Deep-water Flatfish,Total,"8,263","6,958","6,958"
2025,2025,1,Deep-water Flatfish,W,,234,234
2025,2025,1,Deep-water Flatfish,WYK,,"1,828","1,828"
2025,2025,1,Demersal Shelf Rockfish,SEO,524,394,394
2025,2025,1,Demersal Shelf Rockfish,W/C/WYK,361,271,271
2025,2025,1,Dusky Rockfish,C,,"5,818","5,818"
2025,2025,1,Dusky Rockfish,SEO,,96,96
2025,2025,1,Dusky Rockfish,Total,"7,705","6,338","6,338"
2025,2025,1,Dusky Rockfish,W,,209,209
2025,2025,1,Dusky Rockfish,WYK,,215,215
2025,2025,1,Flathead Sole,C,,"21,817","21,817"
2025,2025,1,Flathead Sole,SEO,,"2,097","2,097"
2025,2025,1,Flathead Sole,Total,"50,587","41,476","36,534"
2025,2025,1,Flathead Sole,W,,"13,592","8,650"
2025,2025,1,Flathead Sole,WYK,,"3,970","3,970"
2025,2025,1,Longnose Skates,C,,"1,894","1,894"
2025,2025,1,Longnose Skates,E,,538,538
2025,2025,1,Longnose Skates,Total,"3,380","2,536","2,536"
2025,2025,1,Longnose Skates,W,,104,104
2025,2025,1,Northern Rockfish,C,,"3,680","3,680"
2025,2025,1,Northern Rockfish,E,,,
2025,2025,1,Northern Rockfish,Total,"6,064","5,076","5,076"
2025,2025,1,Northern Rockfish,W,,"1,396","1,396"
2025,2025,1,Octopus,GW,"1,307",980,964
2025,2025,1,Other Rockfish,SEO,,"2,421",300
2025,2025,1,Other Rockfish,Total,"4,618","3,505","1,384"
2025,2025,1,Other Rockfish,W/C/WYK,,"1,084","1,084"
2025,2025,1,Other Skates,GW,887,665,665
2025,2025,1,Pacific Ocean Perch,C,,"28,209","28,209"
2025,2025,1,Pacific Ocean Perch,SEO,,"6,930","6,930"
2025,2025,1,Pacific Ocean Perch,Total,"46,562","38,962","38,962"
2025,2025,1,Pacific Ocean Perch,W,,"1,753","1,753"
2025,2025,1,Pacific Ocean Perch,WYK,,"2,070","2,070"
2025,2025,1,Pacific cod,C,,"20,506","15,379"
2025,2025,1,Pacific cod,E,,"2,925","2,194"
2025,2025,1,Pacific cod,Total,"38,688","32,141","23,670"
2025,2025,1,Pacific cod,W,,"8,710","6,097"
2025,2025,1,Pollock,Chirikof (620),,"82,265","82,265"
2025,2025,1,Pollock,Kodiak (630),,"51,605","51,605"
2025,2025,1,Pollock,SEO (650),"12,998","9,749","9,749"
2025,2025,1,Pollock,Shumagin (610),,"37,344","37,344"
2025,2025,1,Pollock,Total,"223,109","190,771","186,245"
2025,2025,1,Pollock,W/C/WYK (subtotal),"210,111","181,022","176,496"
2025,2025,1,Pollock,WYK (640),,"5,282","5,282"
2025,2025,1,Rex Sole,C,,"13,698","13,698"
2025,2025,1,Rex Sole,SEO,,"2,871","2,871"
2025,2025,1,Rex Sole,Total,"26,002","21,387","21,387"
2025,2025,1,Rex Sole,W,,"3,382","3,382"
2025,2025,1,Rex Sole,WYK,,"1,436","1,436"
2025,2025,1,Rougheye and Blackspotted Rockfish,C,,359,359
2025,2025,1,Rougheye and Blackspotted Rockfish,E,,597,597
2025,2025,1,Rougheye and Blackspotted Rockfish,Total,"1,576","1,180","1,180"
2025,2025,1,Rougheye and Blackspotted Rockfish,W,,224,224
2025,2025,1,Sablefish,C,,"9,744","9,744"
2025,2025,1,Sablefish,SEO,,"5,660","5,660"
2025,2025,1,Sablefish,Total,"58,532","47,605",
2025,2025,1,Sablefish,W,,"4,746","4,746"
2025,2025,1,Sablefish,WYK,,"2,686","2,686"
2025,2025,1,Sablefish,,,,"22,836"
2025,2025,1,Shallow-water Flatfish,C,,"28,279","28,279"
2025,2025,1,Shallow-water Flatfish,SEO,,"1,697","1,697"
2025,2025,1,Shallow-water Flatfish,Total,"69,277","56,559","46,054"
2025,2025,1,Shallow-water Flatfish,W,,"23,755","13,250"
2025,2025,1,Shallow-water Flatfish,WYK,,"2,828","2,828"
2025,2025,1,Sharks,GW,"6,521","4,891","4,891"
2025,2025,1,Shortraker Rockfish,C,,189,189
2025,2025,1,Shortraker Rockfish,E,,424,424
2025,2025,1,Shortraker Rockfish,Total,863,647,647
2025,2025,1,Shortraker Rockfish,W,,34,34
2025,2025,1,Thornyhead Rockfish,C,,590,590
2025,2025,1,Thornyhead Rockfish,E,,542,542
2025,2025,1,Thornyhead Rockfish,Total,"1,784","1,338","1,338"
2025,2025,1,Thornyhead Rockfish,W,,206,206
2005,2006,2,Arrowtooth Flounder,,,,"8,000
25,000
5,000"
2005,2006,2,Atka Mackerel,,,,600
2005,2006,2,Demersal Shelf Rockfish,SEO,,,410
2005,2006,2,Flathead Sole,,,,"2,000
5,000
3,212"
2005,2006,2,Northern Rockfish,,,,"755
3,995"
2005,2006,2,Other Rockfish,,,,"40
300
330"
2005,2006,2,Other Species,,,,"13,525"
2005,2006,2,Pacific Ocean Perch,,,,"2,525
8,375
2,392"
2005,2006,2,Pacific cod,,,,"7,450
828
11,914
1,324"
2005,2006,2,Pollock,610/620/630 (subtotal),,,"5,047
11,719
4,159"
2005,2006,2,Rex Sole,,,,"1,680
7,340
3,630"
2005,2006,2,Sablefish,,,,"481
1,374
291"
2005,2006,2,Shortraker Rockfish,,,,"155
324
274"
2007,2008,2,Arrowtooth Flounder,C,,"141,673","30,000"
2007,2008,2,Arrowtooth Flounder,SEO,,"7,172","2,500"
2007,2008,2,Arrowtooth Flounder,W,,"21,164","8,000"
2007,2008,2,Arrowtooth Flounder,WYK,,"16,754","2,500"
2007,2008,2,Atka Mackerel,GW,"6,200","4,700","1,500"
2007,2008,2,Big Skates,C,,"2,250","2,250"
2007,2008,2,Big Skates,E,,599,599
2007,2008,2,Big Skates,W,,695,695
2007,2008,2,Demersal Shelf Rockfish,SEO,650,410,410
2007,2008,2,Flathead Sole,C,,"27,382","5,000"
2007,2008,2,Flathead Sole,SEO,,60,60
2007,2008,2,Flathead Sole,W,,"11,464","2,000"
2007,2008,2,Flathead Sole,WYK,,"2,198","2,198"
2007,2008,2,Longnose Skates,C,,"1,969","1,969"
2007,2008,2,Longnose Skates,E,,861,861
2007,2008,2,Longnose Skates,W,,65,65
2007,2008,2,Northern Rockfish,C,,"3,365","3,365"
2007,2008,2,Northern Rockfish,E,,0,0
2007,2008,2,Northern Rockfish,W,,"1,383","1,383"
2007,2008,2,Other Rockfish,C,,386,386
2007,2008,2,Other Rockfish,SEO,,"2,872",200
2007,2008,2,Other Rockfish,W,,577,577
2007,2008,2,Other Rockfish,WYK,,319,319
2007,2008,2,Other Skates,GW,"2,156","1,617","1,617"
2007,2008,2,Other Species,GW,,,"4,500"
2007,2008,2,Pacific Ocean Perch,C,"9,019","7,694","7,694"
2007,2008,2,Pacific Ocean Perch,SEO,,"1,659","1,659"
2007,2008,2,Pacific Ocean Perch,W,"5,030","4,291","4,291"
2007,2008,2,Pacific Ocean Perch,WYK,,"1,153","1,153"
2007,2008,2,Pacific cod,C,,"39,270","29,453"
2007,2008,2,Pacific cod,E,,"4,284","3,856"
2007,2008,2,Pacific cod,W,,"27,846","20,885"
2007,2008,2,Pelagic Shelf Rockfish,C,,"3,973","3,973"
2007,2008,2,Pelagic Shelf Rockfish,SEO,,531,531
2007,2008,2,Pelagic Shelf Rockfish,W,,"1,752","1,752"
2007,2008,2,Pelagic Shelf Rockfish,WYK,,366,366
2007,2008,2,Pollock,Chirikof (620),,"25,313","25,313"
2007,2008,2,Pollock,Kodiak (630),,"17,995","17,995"
2007,2008,2,Pollock,Shumagin (610),,"30,308","30,308"
2007,2008,2,Pollock,WYK (640),,"1,694","1,694"
2007,2008,2,Pollock,,â,â,â
2007,2008,2,Rex Sole,C,,"5,327","5,327"
2007,2008,2,Rex Sole,SEO,,"1,437","1,437"
2007,2008,2,Rex Sole,W,,"1,122","1,122"
2007,2008,2,Rex Sole,WYK,,"1,014","1,014"
2007,2008,2,Sablefish,C,,"6,159","6,159"
2007,2008,2,Sablefish,SEO,,"3,353","3,353"
2007,2008,2,Sablefish,W,,"2,458","2,458"
2007,2008,2,Sablefish,WYK,,"2,269","2,269"
2007,2008,2,Shortraker Rockfish,C,,353,353
2007,2008,2,Shortraker Rockfish,E,,337,337
2007,2008,2,Shortraker Rockfish,W,,153,153
2007,2008,2,Thornyhead Rockfish,C,,989,989
2007,2008,2,Thornyhead Rockfish,E,,707,707
2007,2008,2,Thornyhead Rockfish,W,,513,513
2008,2009,2,Arrowtooth Flounder,C,,"169,371","30,000"
2008,2009,2,Arrowtooth Flounder,SEO,,"12,579","2,500"
2008,2009,2,Arrowtooth Flounder,W,,"31,080","K8,000"
2008,2009,2,Arrowtooth Flounder,WYK,,"15,375","2,500"
2008,2009,2,Atka Mackerel,GW,"6,200","4,700","1,500"
2008,2009,2,Big Skates,C,,"2,065","2,065"
2008,2009,2,Big Skates,E,,633,633
2008,2009,2,Big Skates,W,,632,632
2008,2009,2,Demersal Shelf Rockfish,SEO,611,382,382
2008,2009,2,Flathead Sole,C,,"29,289","5,000"
2008,2009,2,Flathead Sole,SEO,,659,659
2008,2009,2,Flathead Sole,W,,"13,001","2,000"
2008,2009,2,Flathead Sole,WYK,,"3,556","3,556"
2008,2009,2,Longnose Skates,C,,"2,041","2,041"
2008,2009,2,Longnose Skates,E,,768,768
2008,2009,2,Longnose Skates,W,,78,78
2008,2009,2,Northern Rockfish,C,,"2,302","2,302"
2008,2009,2,Northern Rockfish,E,,0,0
2008,2009,2,Northern Rockfish,W,,"2,047","2,047"
2008,2009,2,Other Rockfish,C,,569,569
2008,2009,2,Other Rockfish,SEO,,"2,767",200
2008,2009,2,Other Rockfish,W,,357,357
2008,2009,2,Other Rockfish,WYK,,604,604
2008,2009,2,Other Skates,GW,"2,806","2,104","2,104"
2008,2009,2,Other Species,GW,,,"4,500"
2008,2009,2,Pacific Ocean Perch,C,"9,764","8,225","8,225"
2008,2009,2,Pacific Ocean Perch,SEO,,"2,038","2,038"
2008,2009,2,Pacific Ocean Perch,W,"4,397","3,704","3,704"
2008,2009,2,Pacific Ocean Perch,WYK,,"1,105","1,105"
2008,2009,2,Pacific cod,C,,"37,901","28,426"
2008,2009,2,Pacific cod,E,,"2,660","2,394"
2008,2009,2,Pacific cod,W,,"25,932","19,449"
2008,2009,2,Pelagic Shelf Rockfish,C,,"3,566","3,566"
2008,2009,2,Pelagic Shelf Rockfish,SEO,,341,341
2008,2009,2,Pelagic Shelf Rockfish,W,,986,986
2008,2009,2,Pelagic Shelf Rockfish,WYK,,247,247
2008,2009,2,Pollock,Chirikof (620),,"25,821","25,821"
2008,2009,2,Pollock,Kodiak (630),,"18,367","18,367"
2008,2009,2,Pollock,Shumagin (610),,"23,700","23,700"
2008,2009,2,Pollock,WYK (640),,"2,042","2,042"
2008,2009,2,Rex Sole,C,,"6,241","6,241"
2008,2009,2,Rex Sole,SEO,,796,796
2008,2009,2,Rex Sole,W,,948,948
2008,2009,2,Rex Sole,WYK,,483,483
2008,2009,2,Sablefish,C,,"5,026","5,026"
2008,2009,2,Sablefish,SEO,,"3,098","3,098"
2008,2009,2,Sablefish,W,,"1,727","1,727"
2008,2009,2,Sablefish,WYK,,"1,782","1,782"
2008,2009,2,Shortraker Rockfish,C,,315,315
2008,2009,2,Shortraker Rockfish,E,,463,463
2008,2009,2,Shortraker Rockfish,W,,120,120
2008,2009,2,Thornyhead Rockfish,C,,860,860
2008,2009,2,Thornyhead Rockfish,E,,783,783
2008,2009,2,Thornyhead Rockfish,W,,267,267
2009,2010,2,Arrowtooth Flounder,C,,"162,591","30,000"
2009,2010,2,Arrowtooth Flounder,SEO,,"12,082","2,500"
2009,2010,2,Arrowtooth Flounder,W,,"29,843","8,000"
2009,2010,2,Arrowtooth Flounder,WYK,,"14,757","2,500"
2009,2010,2,Atka Mackerel,GW,"6,200","4,700","2,000"
2009,2010,2,Big Skates,C,,"2,065","2,065"
2009,2010,2,Big Skates,E,,633,633
2009,2010,2,Big Skates,W,,632,632
2009,2010,2,Demersal Shelf Rockfish,SEO,580,362,362
2009,2010,2,Flathead Sole,C,,"30,021","5,000"
2009,2010,2,Flathead Sole,SEO,,667,667
2009,2010,2,Flathead Sole,W,,"13,342","2,000"
2009,2010,2,Flathead Sole,WYK,,"3,622","3,622"
2009,2010,2,Longnose Skates,C,,"2,041","2,041"
2009,2010,2,Longnose Skates,E,,768,768
2009,2010,2,Longnose Skates,W,,78,78
2009,2010,2,Northern Rockfish,C,,"2,208","2,208"
2009,2010,2,Northern Rockfish,E,,0,0
2009,2010,2,Northern Rockfish,W,,"1,965","1,965"
2009,2010,2,Other Rockfish,C,,569,569
2009,2010,2,Other Rockfish,SEO,,"2,767",200
2009,2010,2,Other Rockfish,W,,357,357
2009,2010,2,Other Rockfish,WYK,,604,604
2009,2010,2,Other Skates,GW,"2,806","2,104","2,104"
2009,2010,2,Other Species,GW,"8,720","6,540","4,500"
2009,2010,2,Pacific Ocean Perch,C,"9,782","8,239","8,239"
2009,2010,2,Pacific Ocean Perch,SEO,,"2,042","2,042"
2009,2010,2,Pacific Ocean Perch,W,"4,405","3,710","3,710"
2009,2010,2,Pacific Ocean Perch,WYK,,"1,107","1,107"
2009,2010,2,Pacific cod,C,,"45,315","33,986"
2009,2010,2,Pacific cod,E,,"3,180","2,862"
2009,2010,2,Pacific cod,W,,"31,005","23,254"
2009,2010,2,Pelagic Shelf Rockfish,C,,"3,179","3,179"
2009,2010,2,Pelagic Shelf Rockfish,SEO,,302,302
2009,2010,2,Pelagic Shelf Rockfish,W,,765,765
2009,2010,2,Pelagic Shelf Rockfish,WYK,,219,219
2009,2010,2,Pollock,Chirikof (620),,"22,374","22,374"
2009,2010,2,Pollock,Kodiak (630),,"17,548","17,548"
2009,2010,2,Pollock,Shumagin (610),,"24,199","24,199"
2009,2010,2,Pollock,WYK (640),,"1,929","1,929"
2009,2010,2,Rex Sole,C,,"6,506","6,506"
2009,2010,2,Rex Sole,SEO,,830,830
2009,2010,2,Rex Sole,W,,988,988
2009,2010,2,Rex Sole,WYK,,503,503
2009,2010,2,Sablefish,C,,"4,625","4,625"
2009,2010,2,Sablefish,SEO,,"2,544","2,544"
2009,2010,2,Sablefish,W,,"1,523","1,523"
2009,2010,2,Sablefish,WYK,,"1,645","1,645"
2009,2010,2,Shortraker Rockfish,C,,315,315
2009,2010,2,Shortraker Rockfish,E,,463,463
2009,2010,2,Shortraker Rockfish,W,,120,120
2009,2010,2,Thornyhead Rockfish,C,,860,860
2009,2010,2,Thornyhead Rockfish,E,,783,783
2009,2010,2,Thornyhead Rockfish,W,,267,267
2010,2011,2,Arrowtooth Flounder,C,,"144,262","30,000"
2010,2011,2,Arrowtooth Flounder,SEO,,"11,693","2,500"
2010,2011,2,Arrowtooth Flounder,Total,"250,559","212,719","43,000"
2010,2011,2,Arrowtooth Flounder,W,,"34,263","8,000"
2010,2011,2,Arrowtooth Flounder,WYK,,"22,501","2,500"
2010,2011,2,Atka Mackerel,GW,"6,200","4,700","2,000"
2010,2011,2,Big Skates,C,,"2,049","2,049"
2010,2011,2,Big Skates,E,,681,681
2010,2011,2,Big Skates,Total,"4,438","3,328","3,328"
2010,2011,2,Big Skates,W,,598,598
2010,2011,2,Deep-water Flatfish,C,,"2,928","2,928"
2010,2011,2,Deep-water Flatfish,SEO,,778,778
2010,2011,2,Deep-water Flatfish,Total,"7,847","6,325","6,325"
2010,2011,2,Deep-water Flatfish,W,,530,530
2010,2011,2,Deep-water Flatfish,WYK,,"2,089","2,089"
2010,2011,2,Demersal Shelf Rockfish,SEO,472,295,295
2010,2011,2,Flathead Sole,C,,"28,190","5,000"
2010,2011,2,Flathead Sole,SEO,,"1,508","1,508"
2010,2011,2,Flathead Sole,Total,"61,601","49,286","10,576"
2010,2011,2,Flathead Sole,W,,"17,520","2,000"
2010,2011,2,Flathead Sole,WYK,,"2,068","2,068"
2010,2011,2,Longnose Skates,C,,"2,009","2,009"
2010,2011,2,Longnose Skates,E,,762,762
2010,2011,2,Longnose Skates,Total,"3,803","2,852","2,852"
2010,2011,2,Longnose Skates,W,,81,81
