AssmentYr,ProjYear,lag,Area,Species,ABC,OFL,TAC,OY,Order
2002,2002,1,C,Arrowtooth Flounder,106580,,25000,1,7
2002,2002,1,SEO,Arrowtooth Flounder,5570,,2500,1,7
2002,2002,1,Total,Arrowtooth Flounder,146260,171060,38000,1,7
2002,2002,1,W,Arrowtooth Flounder,16960,,8000,1,7
2002,2002,1,WYK,Arrowtooth Flounder,17150,,2500,1,7
2002,2002,1,C,Flathead Sole,11410,,5000,1,8
2002,2002,1,SEO,Flathead Sole,690,,690,1,8
2002,2002,1,Total,Flathead Sole,22690,29530,9280,1,8
2002,2002,1,W,Flathead Sole,9000,,2000,1,8
2002,2002,1,WYK,Flathead Sole,1590,,1590,1,8
2002,2002,1,C,Pacific Ocean Perch,8220,9760,8220,1,9
2002,2002,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2360,2800,2360,1,9
2002,2002,1,SEO,Pacific Ocean Perch,1580,,1580,1,9
2002,2002,1,Total,Pacific Ocean Perch,13190,15670,13190,1,9
2002,2002,1,W,Pacific Ocean Perch,2610,3110,2610,1,9
2002,2002,1,WYK,Pacific Ocean Perch,780,,780,1,9
2002,2002,1,C,Northern Rockfish,4170,,4170,1,10
2002,2002,1,E,Northern Rockfish,0,,0,1,10
2002,2002,1,Total,Northern Rockfish,4980,5910,4770,1,10
2002,2002,1,W,Northern Rockfish,810,,600,1,10
2002,2002,1,SEO,Demersal Shelf Rockfish,350,480,350,1,14
2002,2002,1,C,Thornyhead Rockfish,840,,840,1,15
2002,2002,1,E,Thornyhead Rockfish,790,,790,1,15
2002,2002,1,Total (GW),Thornyhead Rockfish,1990,2330,1990,1,15
2002,2002,1,W,Thornyhead Rockfish,360,,360,1,15
2002,2002,1,C,Other Rockfish,550,,550,1,16
2002,2002,1,SEO,Other Rockfish,4140,,200,1,16
2002,2002,1,Total,Other Rockfish,5040,6610,990,1,16
2002,2002,1,W,Other Rockfish,90,,90,1,16
2002,2002,1,WYK,Other Rockfish,260,,150,1,16
2002,2002,1,Total (GW),Atka Mackerel,600,6200,600,1,17
2002,2002,1,,Total,394780,509450,237680,1,23
2002,2002,1,C,Pelagic Shelf Rockfish,3480,,3480,1,26
2002,2002,1,SEO,Pelagic Shelf Rockfish,860,,860,1,26
2002,2002,1,Total,Pelagic Shelf Rockfish,5490,8220,5490,1,26
2002,2002,1,W,Pelagic Shelf Rockfish,510,,510,1,26
2002,2002,1,WYK,Pelagic Shelf Rockfish,640,,640,1,26
2002,2002,1,Total (GW),Other Species,,,11330,1,27
2002,2002,1,C,Shortraker/Rougheye Rockfish,840,,840,1,28
2002,2002,1,E,Shortraker/Rougheye Rockfish,560,,560,1,28
2002,2002,1,Total,Shortraker/Rougheye Rockfish,1620,2340,1620,1,28
2002,2002,1,W,Shortraker/Rougheye Rockfish,220,,220,1,28
2003,2003,1,Chirikof (620),Pollock,19685,,19685,1,1
2003,2003,1,Kodiak (630),Pollock,10339,,10339,1,1
2003,2003,1,SEO (650),Pollock,6460,8610,6460,1,1
2003,2003,1,Shumagin (610),Pollock,16788,,16788,1,1
2003,2003,1,Total,Pollock,54350,78020,54350,1,1
2003,2003,1,W/C/WYK (subtotal),Pollock,47890,69410,47890,1,1
2003,2003,1,WYK (640),Pollock,1078,,1078,1,1
2003,2003,1,C,Pacific cod,29000,,22690,1,2
2003,2003,1,E,Pacific cod,3200,,2400,1,2
2003,2003,1,Total,Pacific cod,52800,70100,40540,1,2
2003,2003,1,W,Pacific cod,20600,,15450,1,2
2003,2003,1,C,Sablefish,6440,,6440,1,3
2003,2003,1,E (WYK and SEO subtotal),Sablefish,5880,,5880,1,3
2003,2003,1,SEO,Sablefish,3560,,3560,1,3
2003,2003,1,Total,Sablefish,14890,20020,14890,1,3
2003,2003,1,W,Sablefish,2570,,2570,1,3
2003,2003,1,WYK,Sablefish,2320,,2320,1,3
2003,2003,1,C,Shallow-water Flatfish,21740,,13000,1,4
2003,2003,1,SEO,Shallow-water Flatfish,2960,,2960,1,4
2003,2003,1,Total,Shallow-water Flatfish,49340,61810,21620,1,4
2003,2003,1,W,Shallow-water Flatfish,23480,,4500,1,4
2003,2003,1,WYK,Shallow-water Flatfish,1160,,1160,1,4
2003,2003,1,C,Deep-water Flatfish,2220,,2220,1,5
2003,2003,1,SEO,Deep-water Flatfish,1150,,1150,1,5
2003,2003,1,Total,Deep-water Flatfish,4880,6430,4880,1,5
2003,2003,1,W,Deep-water Flatfish,180,,180,1,5
2003,2003,1,WYK,Deep-water Flatfish,1330,,1330,1,5
2003,2003,1,C,Rex Sole,5540,,5540,1,6
2003,2003,1,SEO,Rex Sole,1050,,1050,1,6
2003,2003,1,Total,Rex Sole,9470,12320,9470,1,6
2003,2003,1,W,Rex Sole,1280,,1280,1,6
2003,2003,1,WYK,Rex Sole,1600,,1600,1,6
2003,2003,1,C,Arrowtooth Flounder,113050,,25000,1,7
2003,2003,1,SEO,Arrowtooth Flounder,5910,,2500,1,7
2003,2003,1,Total,Arrowtooth Flounder,155140,181390,38000,1,7
2003,2003,1,W,Arrowtooth Flounder,17990,,8000,1,7
2003,2003,1,WYK,Arrowtooth Flounder,18190,,2500,1,7
2003,2003,1,C,Flathead Sole,20820,,5000,1,8
2003,2003,1,SEO,Flathead Sole,1250,,1250,1,8
2003,2003,1,Total,Flathead Sole,41390,51560,11150,1,8
2003,2003,1,W,Flathead Sole,16420,,2000,1,8
2003,2003,1,WYK,Flathead Sole,2900,,2900,1,8
2003,2003,1,C,Pacific Ocean Perch,8510,10120,8510,1,9
2003,2003,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2450,2900,2450,1,9
2003,2003,1,SEO,Pacific Ocean Perch,1640,,1640,1,9
2003,2003,1,Total,Pacific Ocean Perch,13660,16240,13660,1,9
2003,2003,1,W,Pacific Ocean Perch,2700,3220,2700,1,9
2003,2003,1,WYK,Pacific Ocean Perch,810,,810,1,9
2003,2003,1,C,Northern Rockfish,4640,,4640,1,10
2003,2003,1,E,Northern Rockfish,0,,0,1,10
2003,2003,1,Total,Northern Rockfish,5530,6560,5530,1,10
2003,2003,1,W,Northern Rockfish,890,,890,1,10
2003,2003,1,SEO,Demersal Shelf Rockfish,390,540,390,1,14
2003,2003,1,C,Thornyhead Rockfish,840,,840,1,15
2003,2003,1,E,Thornyhead Rockfish,800,,800,1,15
2003,2003,1,Total (GW),Thornyhead Rockfish,2000,3050,2000,1,15
2003,2003,1,W,Thornyhead Rockfish,360,,360,1,15
2003,2003,1,C,Other Rockfish,550,,550,1,16
2003,2003,1,SEO,Other Rockfish,4140,,200,1,16
2003,2003,1,Total,Other Rockfish,5050,6610,990,1,16
2003,2003,1,W,Other Rockfish,90,,90,1,16
2003,2003,1,WYK,Other Rockfish,270,,150,1,16
2003,2003,1,Total (GW),Atka Mackerel,600,6200,600,1,17
2003,2003,1,,Total,416600,531410,236440,1,23
2003,2003,1,C,Pelagic Shelf Rockfish,3480,,3480,1,26
2003,2003,1,SEO,Pelagic Shelf Rockfish,860,,860,1,26
2003,2003,1,Total,Pelagic Shelf Rockfish,5490,8220,5490,1,26
2003,2003,1,W,Pelagic Shelf Rockfish,510,,510,1,26
2003,2003,1,WYK,Pelagic Shelf Rockfish,640,,640,1,26
2003,2003,1,Total (GW),Other Species,,,11260,1,27
2003,2003,1,C,Shortraker/Rougheye Rockfish,840,,840,1,28
2003,2003,1,E,Shortraker/Rougheye Rockfish,560,,560,1,28
2003,2003,1,Total,Shortraker/Rougheye Rockfish,1620,2340,1620,1,28
2003,2003,1,W,Shortraker/Rougheye Rockfish,220,,220,1,28
2004,2004,1,Chirikof (620),Pollock,26490,,26490,1,1
2004,2004,1,Kodiak (630),Pollock,14040,,14040,1,1
2004,2004,1,SEO (650),Pollock,6520,8690,6520,1,1
2004,2004,1,Shumagin (610),Pollock,22930,,22930,1,1
2004,2004,1,Total,Pollock,71260,99750,71260,1,1
2004,2004,1,W/C/WYK (subtotal),Pollock,64740,91060,64740,1,1
2004,2004,1,WYK (640),Pollock,1280,,1280,1,1
2004,2004,1,C,Pacific cod,35800,,27116,1,2
2004,2004,1,E,Pacific cod,4400,,3960,1,2
2004,2004,1,Total,Pacific cod,62810,102000,48033,1,2
2004,2004,1,W,Pacific cod,22610,,16957,1,2
2004,2004,1,C,Sablefish,7300,,7300,1,3
2004,2004,1,E (WYK and SEO subtotal),Sablefish,6320,,6320,1,3
2004,2004,1,SEO,Sablefish,3770,,3770,1,3
2004,2004,1,Total,Sablefish,16550,22160,16550,1,3
2004,2004,1,W,Sablefish,2930,,2930,1,3
2004,2004,1,WYK,Sablefish,2550,,2550,1,3
2004,2004,1,C,Shallow-water Flatfish,27250,,13000,1,4
2004,2004,1,SEO,Shallow-water Flatfish,1210,,1210,1,4
2004,2004,1,Total,Shallow-water Flatfish,52070,63840,20740,1,4
2004,2004,1,W,Shallow-water Flatfish,21580,,4500,1,4
2004,2004,1,WYK,Shallow-water Flatfish,2030,,2030,1,4
2004,2004,1,C,Deep-water Flatfish,2970,,2970,1,5
2004,2004,1,SEO,Deep-water Flatfish,910,,910,1,5
2004,2004,1,Total,Deep-water Flatfish,6070,8010,6070,1,5
2004,2004,1,W,Deep-water Flatfish,310,,310,1,5
2004,2004,1,WYK,Deep-water Flatfish,1880,,1880,1,5
2004,2004,1,C,Rex Sole,7340,,7340,1,6
2004,2004,1,SEO,Rex Sole,2290,,2290,1,6
2004,2004,1,Total,Rex Sole,12650,16480,12650,1,6
2004,2004,1,W,Rex Sole,1680,,1680,1,6
2004,2004,1,WYK,Rex Sole,1340,,1340,1,6
2004,2004,1,C,Arrowtooth Flounder,151840,,25000,1,7
2004,2004,1,SEO,Arrowtooth Flounder,8910,,2500,1,7
2004,2004,1,Total,Arrowtooth Flounder,194930,228130,38000,1,7
2004,2004,1,W,Arrowtooth Flounder,23590,,8000,1,7
2004,2004,1,WYK,Arrowtooth Flounder,10590,,2500,1,7
2004,2004,1,C,Flathead Sole,34430,,5000,1,8
2004,2004,1,SEO,Flathead Sole,450,,450,1,8
2004,2004,1,Total,Flathead Sole,51720,64750,10880,1,8
2004,2004,1,W,Flathead Sole,13410,,2000,1,8
2004,2004,1,WYK,Flathead Sole,3430,,3430,1,8
2004,2004,1,C,Pacific Ocean Perch,8390,9960,8390,1,9
2004,2004,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2430,2890,2430,1,9
2004,2004,1,SEO,Pacific Ocean Perch,1600,,1600,1,9
2004,2004,1,Total,Pacific Ocean Perch,13340,15840,13340,1,9
2004,2004,1,W,Pacific Ocean Perch,2520,2990,2520,1,9
2004,2004,1,WYK,Pacific Ocean Perch,830,,830,1,9
2004,2004,1,C,Northern Rockfish,4100,,4100,1,10
2004,2004,1,E,Northern Rockfish,0,,0,1,10
2004,2004,1,Total,Northern Rockfish,4870,5790,4870,1,10
2004,2004,1,W,Northern Rockfish,770,,770,1,10
2004,2004,1,SEO,Demersal Shelf Rockfish,450,690,450,1,14
2004,2004,1,C,Thornyhead Rockfish,1010,,1010,1,15
2004,2004,1,E,Thornyhead Rockfish,520,,520,1,15
2004,2004,1,Total (GW),Thornyhead Rockfish,1940,2590,1940,1,15
2004,2004,1,W,Thornyhead Rockfish,410,,410,1,15
2004,2004,1,C,Other Rockfish,300,,300,1,16
2004,2004,1,SEO,Other Rockfish,3430,,200,1,16
2004,2004,1,Total,Other Rockfish,3900,5150,670,1,16
2004,2004,1,W,Other Rockfish,40,,40,1,16
2004,2004,1,WYK,Other Rockfish,130,,130,1,16
2004,2004,1,Total (GW),Atka Mackerel,600,6200,600,1,17
2004,2004,1,,Total,498948,649460,264433,1,23
2004,2004,1,C,Pelagic Shelf Rockfish,3010,,3010,1,26
2004,2004,1,SEO,Pelagic Shelf Rockfish,880,,880,1,26
2004,2004,1,Total,Pelagic Shelf Rockfish,4470,5570,4470,1,26
2004,2004,1,W,Pelagic Shelf Rockfish,370,,370,1,26
2004,2004,1,WYK,Pelagic Shelf Rockfish,210,,210,1,26
2004,2004,1,Total (GW),Other Species,,,12592,1,27
2004,2004,1,C,Shortraker/Rougheye Rockfish,656,,656,1,28
2004,2004,1,E,Shortraker/Rougheye Rockfish,408,,408,1,28
2004,2004,1,Total,Shortraker/Rougheye Rockfish,1318,2510,1318,1,28
2004,2004,1,W,Shortraker/Rougheye Rockfish,254,,254,1,28
2005,2005,1,Chirikof (620),Pollock,34404,,34404,1,1
2005,2005,1,Kodiak (630),Pollock,18718,,18718,1,1
2005,2005,1,SEO (650),Pollock,6520,8690,6520,1,1
2005,2005,1,Shumagin (610),Pollock,30380,,30380,1,1
2005,2005,1,Total,Pollock,91710,153030,91710,1,1
2005,2005,1,W/C/WYK (subtotal),Pollock,85190,144340,85190,1,1
2005,2005,1,WYK (640),Pollock,1688,,1688,1,1
2005,2005,1,C,Pacific cod,33117,,25086,1,2
2005,2005,1,E,Pacific cod,4067,,3660,1,2
2005,2005,1,Total,Pacific cod,58100,86200,44433,1,2
2005,2005,1,W,Pacific cod,20916,,15687,1,2
2005,2005,1,C,Sablefish,7250,,7250,1,3
2005,2005,1,E (WYK and SEO subtotal),Sablefish,6150,,6150,1,3
2005,2005,1,SEO,Sablefish,3570,,3570,1,3
2005,2005,1,Total,Sablefish,15940,19280,15940,1,3
2005,2005,1,W,Sablefish,2540,,2540,1,3
2005,2005,1,WYK,Sablefish,2580,,2580,1,3
2005,2005,1,C,Shallow-water Flatfish,27250,,13000,1,4
2005,2005,1,SEO,Shallow-water Flatfish,1210,,1210,1,4
2005,2005,1,Total,Shallow-water Flatfish,52070,63840,20740,1,4
2005,2005,1,W,Shallow-water Flatfish,21580,,4500,1,4
2005,2005,1,WYK,Shallow-water Flatfish,2030,,2030,1,4
2005,2005,1,C,Deep-water Flatfish,3340,,3340,1,5
2005,2005,1,SEO,Deep-water Flatfish,1030,,1030,1,5
2005,2005,1,Total,Deep-water Flatfish,6820,8490,6820,1,5
2005,2005,1,W,Deep-water Flatfish,330,,330,1,5
2005,2005,1,WYK,Deep-water Flatfish,2120,,2120,1,5
2005,2005,1,C,Rex Sole,7340,,7340,1,6
2005,2005,1,SEO,Rex Sole,2290,,2290,1,6
2005,2005,1,Total,Rex Sole,12650,16480,12650,1,6
2005,2005,1,W,Rex Sole,1680,,1680,1,6
2005,2005,1,WYK,Rex Sole,1340,,1340,1,6
2005,2005,1,C,Arrowtooth Flounder,168950,,25000,1,7
2005,2005,1,SEO,Arrowtooth Flounder,9910,,2500,1,7
2005,2005,1,Total,Arrowtooth Flounder,216900,253900,38000,1,7
2005,2005,1,W,Arrowtooth Flounder,26250,,8000,1,7
2005,2005,1,WYK,Arrowtooth Flounder,11790,,2500,1,7
2005,2005,1,C,Flathead Sole,30020,,5000,1,8
2005,2005,1,SEO,Flathead Sole,390,,390,1,8
2005,2005,1,Total,Flathead Sole,45100,56500,10390,1,8
2005,2005,1,W,Flathead Sole,11690,,2000,1,8
2005,2005,1,WYK,Flathead Sole,3000,,3000,1,8
2005,2005,1,C,Pacific Ocean Perch,8535,10226,8535,1,9
2005,2005,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2473,2964,2473,1,9
2005,2005,1,SEO,Pacific Ocean Perch,1632,,1632,1,9
2005,2005,1,Total,Pacific Ocean Perch,13575,16266,13575,1,9
2005,2005,1,W,Pacific Ocean Perch,2567,3076,2567,1,9
2005,2005,1,WYK,Pacific Ocean Perch,841,,841,1,9
2005,2005,1,C,Northern Rockfish,4283,,4283,1,10
2005,2005,1,E,Northern Rockfish,0,,0,1,10
2005,2005,1,Total,Northern Rockfish,5091,6050,5091,1,10
2005,2005,1,W,Northern Rockfish,808,,808,1,10
2005,2005,1,C,Shortraker Rockfish,324,,324,1,11
2005,2005,1,E,Shortraker Rockfish,274,,274,1,11
2005,2005,1,Total,Shortraker Rockfish,753,982,753,1,11
2005,2005,1,W,Shortraker Rockfish,155,,155,1,11
2005,2005,1,C,Rougheye and Blackspotted Rockfish,557,,557,1,13
2005,2005,1,E,Rougheye and Blackspotted Rockfish,262,,262,1,13
2005,2005,1,Total,Rougheye and Blackspotted Rockfish,1007,1531,1007,1,13
2005,2005,1,W,Rougheye and Blackspotted Rockfish,188,,188,1,13
2005,2005,1,SEO,Demersal Shelf Rockfish,410,640,410,1,14
2005,2005,1,C,Thornyhead Rockfish,1010,,1010,1,15
2005,2005,1,E,Thornyhead Rockfish,520,,520,1,15
2005,2005,1,Total (GW),Thornyhead Rockfish,1940,2590,1940,1,15
2005,2005,1,W,Thornyhead Rockfish,410,,410,1,15
2005,2005,1,C,Other Rockfish,300,,300,1,16
2005,2005,1,SEO,Other Rockfish,3430,,200,1,16
2005,2005,1,Total,Other Rockfish,3900,5150,670,1,16
2005,2005,1,W,Other Rockfish,40,,40,1,16
2005,2005,1,WYK,Other Rockfish,130,,130,1,16
2005,2005,1,Total (GW),Atka Mackerel,600,6200,600,1,17
2005,2005,1,C,Big Skates,2463,,2463,1,18
2005,2005,1,E,Big Skates,809,,809,1,18
2005,2005,1,Total,Big Skates,3999,5332,3999,1,18
2005,2005,1,W,Big Skates,727,,727,1,18
2005,2005,1,C,Longnose Skates,1972,,1972,1,19
2005,2005,1,E,Longnose Skates,780,,780,1,19
2005,2005,1,Total,Longnose Skates,2818,3757,2818,1,19
2005,2005,1,W,Longnose Skates,66,,66,1,19
2005,2005,1,GW,Other Skates,1327,1769,1327,1,20
2005,2005,1,,Total,539263,713667,291298,1,23
2005,2005,1,C,Pelagic Shelf Rockfish,3067,,3067,1,26
2005,2005,1,SEO,Pelagic Shelf Rockfish,898,,898,1,26
2005,2005,1,Total,Pelagic Shelf Rockfish,4553,5680,4553,1,26
2005,2005,1,W,Pelagic Shelf Rockfish,377,,377,1,26
2005,2005,1,WYK,Pelagic Shelf Rockfish,211,,211,1,26
2005,2005,1,Total (GW),Other Species,,,13871,1,27
2006,2006,1,Chirikof (620),Pollock,30492,,30492,1,1
2006,2006,1,Kodiak (630),Pollock,18448,,18448,1,1
2006,2006,1,SEO (650),Pollock,6157,8209,6157,1,1
2006,2006,1,Shumagin (610),Pollock,28918,,28918,1,1
2006,2006,1,Total,Pollock,85807,118309,85807,1,1
2006,2006,1,W/C/WYK (subtotal),Pollock,79650,110100,79650,1,1
2006,2006,1,WYK (640),Pollock,1792,,1792,1,1
2006,2006,1,C,Pacific cod,37873,,28405,1,2
2006,2006,1,E,Pacific cod,4131,,3718,1,2
2006,2006,1,Total,Pacific cod,68859,95500,52264,1,2
2006,2006,1,W,Pacific cod,26855,,20141,1,2
2006,2006,1,C,Sablefish,6370,,6370,1,3
2006,2006,1,E (WYK and SEO subtotal),Sablefish,5800,,5800,1,3
2006,2006,1,SEO,Sablefish,3520,,3520,1,3
2006,2006,1,Total,Sablefish,14840,17880,14840,1,3
2006,2006,1,W,Sablefish,2670,,2670,1,3
2006,2006,1,WYK,Sablefish,2280,,2280,1,3
2006,2006,1,C,Shallow-water Flatfish,24258,,13000,1,4
2006,2006,1,SEO,Shallow-water Flatfish,1844,,1844,1,4
2006,2006,1,Total,Shallow-water Flatfish,51450,62418,19972,1,4
2006,2006,1,W,Shallow-water Flatfish,24720,,4500,1,4
2006,2006,1,WYK,Shallow-water Flatfish,628,,628,1,4
2006,2006,1,C,Deep-water Flatfish,4139,,4139,1,5
2006,2006,1,SEO,Deep-water Flatfish,1445,,1445,1,5
2006,2006,1,Total,Deep-water Flatfish,8665,11008,8665,1,5
2006,2006,1,W,Deep-water Flatfish,420,,420,1,5
2006,2006,1,WYK,Deep-water Flatfish,2661,,2661,1,5
2006,2006,1,C,Rex Sole,5506,,5506,1,6
2006,2006,1,SEO,Rex Sole,1486,,1486,1,6
2006,2006,1,Total,Rex Sole,9200,12000,9200,1,6
2006,2006,1,W,Rex Sole,1159,,1159,1,6
2006,2006,1,WYK,Rex Sole,1049,,1049,1,6
2006,2006,1,C,Arrowtooth Flounder,134906,,25000,1,7
2006,2006,1,SEO,Arrowtooth Flounder,6830,,2500,1,7
2006,2006,1,Total,Arrowtooth Flounder,177844,207678,38000,1,7
2006,2006,1,W,Arrowtooth Flounder,20154,,8000,1,7
2006,2006,1,WYK,Arrowtooth Flounder,15954,,2500,1,7
2006,2006,1,C,Flathead Sole,25195,,5000,1,8
2006,2006,1,SEO,Flathead Sole,55,,55,1,8
2006,2006,1,Total,Flathead Sole,37820,47003,9077,1,8
2006,2006,1,W,Flathead Sole,10548,,2000,1,8
2006,2006,1,WYK,Flathead Sole,2022,,2022,1,8
2006,2006,1,C,Pacific Ocean Perch,7418,8806,7418,1,9
2006,2006,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2688,3190,2688,1,9
2006,2006,1,SEO,Pacific Ocean Perch,1587,,1587,1,9
2006,2006,1,Total,Pacific Ocean Perch,14261,16927,14261,1,9
2006,2006,1,W,Pacific Ocean Perch,4155,4931,4155,1,9
2006,2006,1,WYK,Pacific Ocean Perch,1101,,1101,1,9
2006,2006,1,C,Northern Rockfish,3608,,3608,1,10
2006,2006,1,E,Northern Rockfish,0,,0,1,10
2006,2006,1,Total,Northern Rockfish,5091,7673,5091,1,10
2006,2006,1,W,Northern Rockfish,1483,,1483,1,10
2006,2006,1,C,Shortraker Rockfish,353,,353,1,11
2006,2006,1,E,Shortraker Rockfish,337,,337,1,11
2006,2006,1,Total,Shortraker Rockfish,843,1124,843,1,11
2006,2006,1,W,Shortraker Rockfish,153,,153,1,11
2006,2006,1,C,Rougheye and Blackspotted Rockfish,608,,608,1,13
2006,2006,1,E,Rougheye and Blackspotted Rockfish,239,,239,1,13
2006,2006,1,Total,Rougheye and Blackspotted Rockfish,983,1180,983,1,13
2006,2006,1,W,Rougheye and Blackspotted Rockfish,136,,136,1,13
2006,2006,1,SEO,Demersal Shelf Rockfish,410,650,410,1,14
2006,2006,1,C,Thornyhead Rockfish,989,,989,1,15
2006,2006,1,E,Thornyhead Rockfish,707,,707,1,15
2006,2006,1,Total (GW),Thornyhead Rockfish,2209,2945,2209,1,15
2006,2006,1,W,Thornyhead Rockfish,513,,513,1,15
2006,2006,1,C,Other Rockfish,386,,386,1,16
2006,2006,1,SEO,Other Rockfish,2872,,200,1,16
2006,2006,1,Total,Other Rockfish,4152,5394,1480,1,16
2006,2006,1,W,Other Rockfish,577,,577,1,16
2006,2006,1,WYK,Other Rockfish,317,,317,1,16
2006,2006,1,Total (GW),Atka Mackerel,4700,6200,1500,1,17
2006,2006,1,C,Big Skates,2250,,2250,1,18
2006,2006,1,E,Big Skates,599,,599,1,18
2006,2006,1,Total,Big Skates,3544,4726,3544,1,18
2006,2006,1,W,Big Skates,695,,695,1,18
2006,2006,1,C,Longnose Skates,1969,,1969,1,19
2006,2006,1,E,Longnose Skates,861,,861,1,19
2006,2006,1,Total,Longnose Skates,2895,3860,2895,1,19
2006,2006,1,W,Longnose Skates,65,,65,1,19
2006,2006,1,GW,Other Skates,1617,2156,1617,1,20
2006,2006,1,,Total,500626,631293,291950,1,23
2006,2006,1,C,Pelagic Shelf Rockfish,3262,,3262,1,26
2006,2006,1,SEO,Pelagic Shelf Rockfish,435,,435,1,26
2006,2006,1,Total,Pelagic Shelf Rockfish,5436,6662,5436,1,26
2006,2006,1,W,Pelagic Shelf Rockfish,1438,,1438,1,26
2006,2006,1,WYK,Pelagic Shelf Rockfish,301,,301,1,26
2006,2006,1,Total (GW),Other Species,,,13856,1,27
2007,2007,1,Chirikof (620),Pollock,20890,,20890,1,1
2007,2007,1,Kodiak (630),Pollock,14850,,14850,1,1
2007,2007,1,SEO (650),Pollock,6157,8209,6157,1,1
2007,2007,1,Shumagin (610),Pollock,25012,,25012,1,1
2007,2007,1,Total,Pollock,68307,95429,68307,1,1
2007,2007,1,W/C/WYK (subtotal),Pollock,62150,87220,62150,1,1
2007,2007,1,WYK (640),Pollock,1398,,1398,1,1
2007,2007,1,C,Pacific cod,37873,,28405,1,2
2007,2007,1,E,Pacific cod,4131,,3718,1,2
2007,2007,1,Total,Pacific cod,68859,97600,52264,1,2
2007,2007,1,W,Pacific cod,26855,,20141,1,2
2007,2007,1,C,Sablefish,6190,,6190,1,3
2007,2007,1,E (WYK and SEO subtotal),Sablefish,5650,,5650,1,3
2007,2007,1,SEO,Sablefish,3370,,3370,1,3
2007,2007,1,Total,Sablefish,14310,16906,14310,1,3
2007,2007,1,W,Sablefish,2470,,2470,1,3
2007,2007,1,WYK,Sablefish,2280,,2280,1,3
2007,2007,1,C,Shallow-water Flatfish,24258,,13000,1,4
2007,2007,1,SEO,Shallow-water Flatfish,1844,,1844,1,4
2007,2007,1,Total,Shallow-water Flatfish,51450,62418,19972,1,4
2007,2007,1,W,Shallow-water Flatfish,24720,,4500,1,4
2007,2007,1,WYK,Shallow-water Flatfish,628,,628,1,4
2007,2007,1,C,Deep-water Flatfish,4163,,4163,1,5
2007,2007,1,SEO,Deep-water Flatfish,1447,,1447,1,5
2007,2007,1,Total,Deep-water Flatfish,8707,10431,8707,1,5
2007,2007,1,W,Deep-water Flatfish,420,,420,1,5
2007,2007,1,WYK,Deep-water Flatfish,2677,,2677,1,5
2007,2007,1,C,Rex Sole,5446,,5446,1,6
2007,2007,1,SEO,Rex Sole,1470,,1470,1,6
2007,2007,1,Total,Rex Sole,9100,11900,9100,1,6
2007,2007,1,W,Rex Sole,1147,,1147,1,6
2007,2007,1,WYK,Rex Sole,1037,,1037,1,6
2007,2007,1,C,Arrowtooth Flounder,139582,,30000,1,7
2007,2007,1,SEO,Arrowtooth Flounder,7067,,2500,1,7
2007,2007,1,Total,Arrowtooth Flounder,184008,214828,43000,1,7
2007,2007,1,W,Arrowtooth Flounder,20852,,8000,1,7
2007,2007,1,WYK,Arrowtooth Flounder,16507,,2500,1,7
2007,2007,1,C,Flathead Sole,26054,,5000,1,8
2007,2007,1,SEO,Flathead Sole,57,,57,1,8
2007,2007,1,Total,Flathead Sole,39110,48658,9148,1,8
2007,2007,1,W,Flathead Sole,10908,,2000,1,8
2007,2007,1,WYK,Flathead Sole,2091,,2091,1,8
2007,2007,1,C,Pacific Ocean Perch,7612,8922,7612,1,9
2007,2007,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2780,3260,2780,1,9
2007,2007,1,SEO,Pacific Ocean Perch,1640,,1640,1,9
2007,2007,1,Total,Pacific Ocean Perch,14636,17158,14636,1,9
2007,2007,1,W,Pacific Ocean Perch,4244,4976,4244,1,9
2007,2007,1,WYK,Pacific Ocean Perch,1140,,1140,1,9
2007,2007,1,C,Northern Rockfish,3499,,3499,1,10
2007,2007,1,E,Northern Rockfish,0,,0,1,10
2007,2007,1,Total,Northern Rockfish,4938,5890,4938,1,10
2007,2007,1,W,Northern Rockfish,1439,,1439,1,10
2007,2007,1,C,Shortraker Rockfish,353,,353,1,11
2007,2007,1,E,Shortraker Rockfish,337,,337,1,11
2007,2007,1,Total,Shortraker Rockfish,843,1124,843,1,11
2007,2007,1,W,Shortraker Rockfish,153,,153,1,11
2007,2007,1,C,Rougheye and Blackspotted Rockfish,611,,611,1,13
2007,2007,1,E,Rougheye and Blackspotted Rockfish,241,,241,1,13
2007,2007,1,Total,Rougheye and Blackspotted Rockfish,988,1148,988,1,13
2007,2007,1,W,Rougheye and Blackspotted Rockfish,136,,136,1,13
2007,2007,1,SEO,Demersal Shelf Rockfish,410,650,410,1,14
2007,2007,1,C,Thornyhead Rockfish,989,,989,1,15
2007,2007,1,E,Thornyhead Rockfish,707,,707,1,15
2007,2007,1,Total (GW),Thornyhead Rockfish,2209,2945,2209,1,15
2007,2007,1,W,Thornyhead Rockfish,513,,513,1,15
2007,2007,1,C,Other Rockfish,386,,386,1,16
2007,2007,1,SEO,Other Rockfish,2872,,200,1,16
2007,2007,1,Total,Other Rockfish,4154,5394,1482,1,16
