AssmentYr,ProjYear,lag,Area,Species,ABC,OFL,TAC,OY,Order
1996,1996,1,W,Pacific cod,18850,,18850,1,2
1996,1996,1,C,Sablefish,6900,,6900,1,3
1996,1996,1,SEO,Sablefish,4940,,4940,1,3
1996,1996,1,Total,Sablefish,17080,22800,17080,1,3
1996,1996,1,W,Sablefish,2200,,2200,1,3
1996,1996,1,WYK,Sablefish,3040,,3040,1,3
1996,1996,1,C,Shallow-water Flatfish,17170,,12950,1,4
1996,1996,1,E,Shallow-water Flatfish,2740,,1180,1,4
1996,1996,1,Total,Shallow-water Flatfish,28790,60262,18630,1,4
1996,1996,1,W,Shallow-water Flatfish,8880,,4500,1,4
1996,1996,1,C,Deep-water Flatfish,8150,,7500,1,5
1996,1996,1,E,Deep-water Flatfish,5770,,3120,1,5
1996,1996,1,Total,Deep-water Flatfish,14590,17040,11080,1,5
1996,1996,1,W,Deep-water Flatfish,670,,460,1,5
1996,1996,1,C,Rex Sole,7050,,7050,1,6
1996,1996,1,E,Rex Sole,2810,,1840,1,6
1996,1996,1,Total,Rex Sole,11210,13091,9690,1,6
1996,1996,1,W,Rex Sole,1350,,800,1,6
1996,1996,1,C,Arrowtooth Flounder,141290,,25000,1,7
1996,1996,1,E,Arrowtooth Flounder,28440,,5000,1,7
1996,1996,1,Total,Arrowtooth Flounder,198130,231416,35000,1,7
1996,1996,1,W,Arrowtooth Flounder,28400,,5000,1,7
1996,1996,1,C,Flathead Sole,23140,,5000,1,8
1996,1996,1,E,Flathead Sole,2850,,2740,1,8
1996,1996,1,Total,Flathead Sole,52270,31557,9740,1,8
1996,1996,1,W,Flathead Sole,26280,,2000,1,8
1996,1996,1,C,Pacific Ocean Perch,3860,4870,3333,1,9
1996,1996,1,E,Pacific Ocean Perch,2740,3455,2366,1,9
1996,1996,1,Total,Pacific Ocean Perch,8060,10165,6959,1,9
1996,1996,1,W,Pacific Ocean Perch,1460,1840,1260,1,9
1996,1996,1,C,Northern Rockfish,4610,,4610,1,10
1996,1996,1,E,Northern Rockfish,20,,20,1,10
1996,1996,1,Total,Northern Rockfish,5270,9926,5270,1,10
1996,1996,1,W,Northern Rockfish,640,,640,1,10
1996,1996,1,SEO,Demersal Shelf Rockfish,950,1702,950,1,14
1996,1996,1,Total (GW),Thornyhead Rockfish,1560,2200,1248,1,15
1996,1996,1,C,Other Rockfish,1170,,1170,1,16
1996,1996,1,E,Other Rockfish,5760,,750,1,16
1996,1996,1,Total,Other Rockfish,7110,8395,2020,1,16
1996,1996,1,W,Other Rockfish,180,,100,1,16
1996,1996,1,C,Atka Mackerel,,,925,1,17
1996,1996,1,E,Atka Mackerel,,,5,1,17
1996,1996,1,Total (GW),Atka Mackerel,3240,9800,3240,1,17
1996,1996,1,W,Atka Mackerel,,,2310,1,17
1996,1996,1,,Total,475170,604383,260207,1,23
1996,1996,1,C,Pelagic Shelf Rockfish,3200,,3200,1,26
1996,1996,1,E,Pelagic Shelf Rockfish,1080,,1080,1,26
1996,1996,1,Total,Pelagic Shelf Rockfish,5190,8704,5190,1,26
1996,1996,1,W,Pelagic Shelf Rockfish,910,,910,1,26
1996,1996,1,Total (GW),Other Species,,,12390,1,27
1996,1996,1,C,Shortraker/Rougheye Rockfish,1210,,1210,1,28
1996,1996,1,E,Shortraker/Rougheye Rockfish,530,,530,1,28
1996,1996,1,Total,Shortraker/Rougheye Rockfish,1910,2925,1910,1,28
1996,1996,1,W,Shortraker/Rougheye Rockfish,170,,170,1,28
1997,1997,1,610/620/630 (subtotal),Pollock,74400,103500,74400,1,1
1997,1997,1,Chirikof (620),Pollock,31250,,31250,1,1
1997,1997,1,E,Pollock,5580,7770,5580,1,1
1997,1997,1,Kodiak (630),Pollock,24550,,24550,1,1
1997,1997,1,Shumagin (610),Pollock,18600,,18600,1,1
1997,1997,1,Total,Pollock,79980,111270,79980,1,1
1997,1997,1,C,Pacific cod,51400,,43690,1,2
1997,1997,1,E,Pacific cod,1600,,1200,1,2
1997,1997,1,Total,Pacific cod,81500,180000,69115,1,2
1997,1997,1,W,Pacific cod,28500,,24225,1,2
1997,1997,1,C,Sablefish,6410,,6410,1,3
1997,1997,1,SEO,Sablefish,3840,,3840,1,3
1997,1997,1,Total,Sablefish,14520,39950,14520,1,3
1997,1997,1,W,Sablefish,1860,,1860,1,3
1997,1997,1,WYK,Sablefish,2410,,2410,1,3
1997,1997,1,C,Shallow-water Flatfish,19260,,12950,1,4
1997,1997,1,E,Shallow-water Flatfish,1320,,1180,1,4
1997,1997,1,Total,Shallow-water Flatfish,43150,59540,18630,1,4
1997,1997,1,W,Shallow-water Flatfish,22570,,4500,1,4
1997,1997,1,C,Deep-water Flatfish,3690,,3690,1,5
1997,1997,1,E,Deep-water Flatfish,3140,,3140,1,5
1997,1997,1,Total,Deep-water Flatfish,7170,9440,7170,1,5
1997,1997,1,W,Deep-water Flatfish,340,,340,1,5
1997,1997,1,C,Rex Sole,5490,,5490,1,6
1997,1997,1,E,Rex Sole,2470,,2470,1,6
1997,1997,1,Total,Rex Sole,9150,11920,9150,1,6
1997,1997,1,W,Rex Sole,1190,,1190,1,6
1997,1997,1,C,Arrowtooth Flounder,142100,,25000,1,7
1997,1997,1,E,Arrowtooth Flounder,24400,,5000,1,7
1997,1997,1,Total,Arrowtooth Flounder,197840,280800,35000,1,7
1997,1997,1,W,Arrowtooth Flounder,31340,,5000,1,7
1997,1997,1,C,Flathead Sole,15630,,5000,1,8
1997,1997,1,E,Flathead Sole,2040,,2040,1,8
1997,1997,1,Total,Flathead Sole,26110,34010,9040,1,8
1997,1997,1,W,Flathead Sole,8440,,2000,1,8
1997,1997,1,C,Pacific Ocean Perch,6690,10180,5352,1,9
1997,1997,1,E,Pacific Ocean Perch,4460,6790,2366,1,9
1997,1997,1,Total,Pacific Ocean Perch,12990,19760,9190,1,9
1997,1997,1,W,Pacific Ocean Perch,1840,2790,1472,1,9
1997,1997,1,C,Northern Rockfish,4150,,4150,1,10
1997,1997,1,E,Northern Rockfish,10,,10,1,10
1997,1997,1,Total,Northern Rockfish,5000,9420,5000,1,10
1997,1997,1,W,Northern Rockfish,840,,840,1,10
1997,1997,1,SEO,Demersal Shelf Rockfish,950,1450,950,1,14
1997,1997,1,Total (GW),Thornyhead Rockfish,1700,2400,1700,1,15
1997,1997,1,C,Other Rockfish,650,,650,1,16
1997,1997,1,E,Other Rockfish,4590,,1500,1,16
1997,1997,1,Total,Other Rockfish,5260,7560,2170,1,16
1997,1997,1,W,Other Rockfish,20,,20,1,16
1997,1997,1,Total (GW),Atka Mackerel,1000,6200,1000,1,17
1997,1997,1,,Total,493050,784860,282815,1,23
1997,1997,1,C,Pelagic Shelf Rockfish,3580,,3580,1,26
1997,1997,1,E,Pelagic Shelf Rockfish,990,,990,1,26
1997,1997,1,Total,Pelagic Shelf Rockfish,5140,8400,5140,1,26
1997,1997,1,W,Pelagic Shelf Rockfish,570,,570,1,26
1997,1997,1,Total (GW),Other Species,,,13470,1,27
1997,1997,1,C,Shortraker/Rougheye Rockfish,970,,970,1,28
1997,1997,1,E,Shortraker/Rougheye Rockfish,460,,460,1,28
1997,1997,1,Total,Shortraker/Rougheye Rockfish,1590,2740,1590,1,28
1997,1997,1,W,Shortraker/Rougheye Rockfish,160,,160,1,28
1998,1998,1,610/620/630 (subtotal),Pollock,119150,170500,119150,1,1
1998,1998,1,Chirikof (620),Pollock,50045,,50045,1,1
1998,1998,1,E,Pollock,10850,15600,5580,1,1
1998,1998,1,Kodiak (630),Pollock,39315,,39315,1,1
1998,1998,1,Shumagin (610),Pollock,29790,,29790,1,1
1998,1998,1,Total,Pollock,130000,186100,124730,1,1
1998,1998,1,C,Pacific cod,49080,,41720,1,2
1998,1998,1,E,Pacific cod,1560,,1170,1,2
1998,1998,1,Total,Pacific cod,77900,141000,66060,1,2
1998,1998,1,W,Pacific cod,27260,,23170,1,2
1998,1998,1,C,Sablefish,6320,,6320,1,3
1998,1998,1,E,Sablefish,5960,,298,1,3
1998,1998,1,SEO,Sablefish,,,3487,1,3
1998,1998,1,Total,Sablefish,14120,23450,14120,1,3
1998,1998,1,W,Sablefish,1840,,1840,1,3
1998,1998,1,WYK,Sablefish,,,2175,1,3
1998,1998,1,C,Shallow-water Flatfish,19260,,12950,1,4
1998,1998,1,E,Shallow-water Flatfish,1320,,1180,1,4
1998,1998,1,Total,Shallow-water Flatfish,43150,59540,18630,1,4
1998,1998,1,W,Shallow-water Flatfish,22570,,4500,1,4
1998,1998,1,C,Deep-water Flatfish,3690,,3690,1,5
1998,1998,1,E,Deep-water Flatfish,3140,,3140,1,5
1998,1998,1,Total,Deep-water Flatfish,7170,9440,7170,1,5
1998,1998,1,W,Deep-water Flatfish,340,,340,1,5
1998,1998,1,C,Rex Sole,5490,,5490,1,6
1998,1998,1,E,Rex Sole,2470,,2470,1,6
1998,1998,1,Total,Rex Sole,9150,11920,9150,1,6
1998,1998,1,W,Rex Sole,1190,,1190,1,6
1998,1998,1,C,Arrowtooth Flounder,149640,,25000,1,7
1998,1998,1,E,Arrowtooth Flounder,25690,,5000,1,7
1998,1998,1,Total,Arrowtooth Flounder,208340,295970,35000,1,7
1998,1998,1,W,Arrowtooth Flounder,33010,,5000,1,7
1998,1998,1,C,Flathead Sole,15630,,5000,1,8
1998,1998,1,E,Flathead Sole,2040,,2040,1,8
1998,1998,1,Total,Flathead Sole,26110,34010,9040,1,8
1998,1998,1,W,Flathead Sole,8440,,2000,1,8
1998,1998,1,C,Pacific Ocean Perch,6600,9320,6600,1,9
1998,1998,1,E,Pacific Ocean Perch,4410,6220,2366,1,9
1998,1998,1,Total,Pacific Ocean Perch,12820,18090,10776,1,9
1998,1998,1,W,Pacific Ocean Perch,1810,2550,1810,1,9
1998,1998,1,C,Northern Rockfish,4150,,4150,1,10
1998,1998,1,E,Northern Rockfish,10,,10,1,10
1998,1998,1,Total,Northern Rockfish,5000,9420,5000,1,10
1998,1998,1,W,Northern Rockfish,840,,840,1,10
1998,1998,1,SEO,Demersal Shelf Rockfish,560,950,560,1,14
1998,1998,1,C,Thornyhead Rockfish,710,,710,1,15
1998,1998,1,E,Thornyhead Rockfish,1040,,1040,1,15
1998,1998,1,Total (GW),Thornyhead Rockfish,2000,2840,2000,1,15
1998,1998,1,W,Thornyhead Rockfish,250,,250,1,15
1998,1998,1,C,Other Rockfish,650,,650,1,16
1998,1998,1,E,Other Rockfish,4590,,1500,1,16
1998,1998,1,Total,Other Rockfish,5260,7560,2170,1,16
1998,1998,1,W,Other Rockfish,20,,20,1,16
1998,1998,1,Total (GW),Atka Mackerel,600,6200,600,1,17
1998,1998,1,,Total,548650,817270,327046,1,23
1998,1998,1,C,Pelagic Shelf Rockfish,3260,,3260,1,26
1998,1998,1,E,Pelagic Shelf Rockfish,1000,,1000,1,26
1998,1998,1,Total,Pelagic Shelf Rockfish,4880,8040,4880,1,26
1998,1998,1,W,Pelagic Shelf Rockfish,620,,620,1,26
1998,1998,1,Total (GW),Other Species,,,15570,1,27
1998,1998,1,C,Shortraker/Rougheye Rockfish,970,,970,1,28
1998,1998,1,E,Shortraker/Rougheye Rockfish,460,,460,1,28
1998,1998,1,Total,Shortraker/Rougheye Rockfish,1590,2740,1590,1,28
1998,1998,1,W,Shortraker/Rougheye Rockfish,160,,160,1,28
1999,1999,1,610/620/630 (subtotal),Pollock,92480,134100,92480,1,1
1999,1999,1,Chirikof (620),Pollock,38840,,38840,1,1
1999,1999,1,Kodiak (630),Pollock,30520,,30520,1,1
1999,1999,1,SEO (650),Pollock,,,6330,1,1
1999,1999,1,Shumagin (610),Pollock,23120,,23120,1,1
1999,1999,1,Total,Pollock,100920,146400,100920,1,1
1999,1999,1,WYK (640),Pollock,,,2110,1,1
1999,1999,1,WYK/SEO (subtotal),Pollock,8440,12300,8440,1,1
1999,1999,1,C,Pacific cod,53170,,42935,1,2
1999,1999,1,E,Pacific cod,1690,,1270,1,2
1999,1999,1,Total,Pacific cod,84400,134000,67835,1,2
1999,1999,1,W,Pacific cod,29540,,23630,1,2
1999,1999,1,C,Sablefish,5590,,5590,1,3
1999,1999,1,E (WYK and SEO subtotal),Sablefish,5290,,5290,1,3
1999,1999,1,SEO,Sablefish,,,3200,1,3
1999,1999,1,Total,Sablefish,12700,19720,12700,1,3
1999,1999,1,W,Sablefish,1820,,1820,1,3
1999,1999,1,WYK,Sablefish,,,2090,1,3
1999,1999,1,C,Shallow-water Flatfish,19260,,12950,1,4
1999,1999,1,SEO,Shallow-water Flatfish,1070,,1070,1,4
1999,1999,1,Total,Shallow-water Flatfish,43150,59540,18770,1,4
1999,1999,1,W,Shallow-water Flatfish,22570,,4500,1,4
1999,1999,1,WYK,Shallow-water Flatfish,250,,250,1,4
1999,1999,1,C,Deep-water Flatfish,2740,,2740,1,5
1999,1999,1,SEO,Deep-water Flatfish,1350,,1350,1,5
1999,1999,1,Total,Deep-water Flatfish,6050,8070,6050,1,5
1999,1999,1,W,Deep-water Flatfish,240,,240,1,5
1999,1999,1,WYK,Deep-water Flatfish,1720,,1720,1,5
1999,1999,1,C,Rex Sole,5490,,5490,1,6
1999,1999,1,SEO,Rex Sole,1620,,1620,1,6
1999,1999,1,Total,Rex Sole,9150,11920,9150,1,6
1999,1999,1,W,Rex Sole,1190,,1190,1,6
1999,1999,1,WYK,Rex Sole,850,,850,1,6
1999,1999,1,C,Arrowtooth Flounder,155930,,25000,1,7
1999,1999,1,SEO,Arrowtooth Flounder,13520,,2500,1,7
1999,1999,1,Total,Arrowtooth Flounder,217110,308880,35000,1,7
1999,1999,1,W,Arrowtooth Flounder,34400,,5000,1,7
1999,1999,1,WYK,Arrowtooth Flounder,13260,,2500,1,7
1999,1999,1,C,Flathead Sole,15630,,5000,1,8
1999,1999,1,SEO,Flathead Sole,770,,770,1,8
1999,1999,1,Total,Flathead Sole,26110,34010,9040,1,8
1999,1999,1,W,Flathead Sole,8440,,2000,1,8
1999,1999,1,WYK,Flathead Sole,1270,,1270,1,8
1999,1999,1,C,Pacific Ocean Perch,6760,9520,6760,1,9
1999,1999,1,E (WYK and SEO subtotal),Pacific Ocean Perch,4510,6360,3980,1,9
1999,1999,1,SEO,Pacific Ocean Perch,3690,,3160,1,9
1999,1999,1,Total,Pacific Ocean Perch,13120,18490,12590,1,9
1999,1999,1,W,Pacific Ocean Perch,1850,2610,1850,1,9
1999,1999,1,WYK,Pacific Ocean Perch,820,,820,1,9
1999,1999,1,C,Northern Rockfish,4150,,4150,1,10
1999,1999,1,E,Northern Rockfish,0,,0,1,10
1999,1999,1,Total,Northern Rockfish,4990,9420,4990,1,10
1999,1999,1,W,Northern Rockfish,840,,840,1,10
1999,1999,1,SEO,Demersal Shelf Rockfish,560,950,560,1,14
1999,1999,1,C,Thornyhead Rockfish,700,,700,1,15
1999,1999,1,E,Thornyhead Rockfish,1030,,1030,1,15
1999,1999,1,Total (GW),Thornyhead Rockfish,1990,2800,1990,1,15
1999,1999,1,W,Thornyhead Rockfish,260,,260,1,15
1999,1999,1,C,Other Rockfish,650,,650,1,16
1999,1999,1,SEO,Other Rockfish,4130,,4130,1,16
1999,1999,1,Total,Other Rockfish,5270,7560,5270,1,16
1999,1999,1,W,Other Rockfish,20,,20,1,16
1999,1999,1,WYK,Other Rockfish,470,,470,1,16
1999,1999,1,Total (GW),Atka Mackerel,600,6200,600,1,17
1999,1999,1,,Total,532590,778890,306535,1,23
1999,1999,1,C,Pelagic Shelf Rockfish,3370,,3370,1,26
1999,1999,1,SEO,Pelagic Shelf Rockfish,240,,240,1,26
1999,1999,1,Total,Pelagic Shelf Rockfish,4880,8190,4880,1,26
1999,1999,1,W,Pelagic Shelf Rockfish,530,,530,1,26
1999,1999,1,WYK,Pelagic Shelf Rockfish,740,,740,1,26
1999,1999,1,Total (GW),Other Species,,,14600,1,27
1999,1999,1,C,Shortraker/Rougheye Rockfish,970,,970,1,28
1999,1999,1,E,Shortraker/Rougheye Rockfish,460,,460,1,28
1999,1999,1,Total,Shortraker/Rougheye Rockfish,1590,2740,1590,1,28
1999,1999,1,W,Shortraker/Rougheye Rockfish,160,,160,1,28
2000,2000,1,Chirikof (620),Pollock,13372,,13372,1,1
2000,2000,1,Kodiak (630),Pollock,24501,,24501,1,1
2000,2000,1,SEO (650),Pollock,6460,8610,6460,1,1
2000,2000,1,Shelikof,Pollock,20987,,20987,1,1
2000,2000,1,Shumagin (610),Pollock,32340,,32340,1,1
2000,2000,1,Total,Pollock,100000,139370,100000,1,1
2000,2000,1,W/C/WYK (subtotal),Pollock,93540,130760,93540,1,1
2000,2000,1,WYK (640),Pollock,2340,,2340,1,1
2000,2000,1,C,Pacific cod,43550,,34080,1,2
2000,2000,1,E,Pacific cod,5350,,4010,1,2
2000,2000,1,Total,Pacific cod,76400,102000,58715,1,2
2000,2000,1,W,Pacific cod,27500,,20625,1,2
2000,2000,1,C,Sablefish,5730,,5730,1,3
2000,2000,1,E (WYK and SEO subtotal),Sablefish,5760,,5760,1,3
2000,2000,1,SEO,Sablefish,3553,,3553,1,3
2000,2000,1,Total,Sablefish,13330,16660,13330,1,3
2000,2000,1,W,Sablefish,1840,,1840,1,3
2000,2000,1,WYK,Sablefish,2207,,2207,1,3
2000,2000,1,C,Shallow-water Flatfish,16400,,12950,1,4
2000,2000,1,SEO,Shallow-water Flatfish,1160,,1160,1,4
2000,2000,1,Total,Shallow-water Flatfish,37860,45330,19400,1,4
2000,2000,1,W,Shallow-water Flatfish,19510,,4500,1,4
2000,2000,1,WYK,Shallow-water Flatfish,790,,790,1,4
2000,2000,1,C,Deep-water Flatfish,2710,,2710,1,5
2000,2000,1,SEO,Deep-water Flatfish,1070,,1070,1,5
2000,2000,1,Total,Deep-water Flatfish,5300,6980,5300,1,5
2000,2000,1,W,Deep-water Flatfish,280,,280,1,5
2000,2000,1,WYK,Deep-water Flatfish,1240,,1240,1,5
2000,2000,1,C,Rex Sole,5660,,5660,1,6
2000,2000,1,SEO,Rex Sole,1010,,1010,1,6
2000,2000,1,Total,Rex Sole,9440,12300,9440,1,6
2000,2000,1,W,Rex Sole,1230,,1230,1,6
2000,2000,1,WYK,Rex Sole,1540,,1540,1,6
2000,2000,1,C,Arrowtooth Flounder,97710,,25000,1,7
2000,2000,1,SEO,Arrowtooth Flounder,7720,,2500,1,7
2000,2000,1,Total,Arrowtooth Flounder,145360,173910,35000,1,7
2000,2000,1,W,Arrowtooth Flounder,16160,,5000,1,7
2000,2000,1,WYK,Arrowtooth Flounder,23770,,2500,1,7
2000,2000,1,C,Flathead Sole,15720,,5000,1,8
2000,2000,1,SEO,Flathead Sole,620,,620,1,8
2000,2000,1,Total,Flathead Sole,26270,34210,9060,1,8
2000,2000,1,W,Flathead Sole,8490,,2000,1,8
2000,2000,1,WYK,Flathead Sole,1440,,1440,1,8
2000,2000,1,C,Pacific Ocean Perch,9240,10930,9240,1,9
2000,2000,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2540,3000,2540,1,9
2000,2000,1,SEO,Pacific Ocean Perch,1700,,1700,1,9
2000,2000,1,Total,Pacific Ocean Perch,13020,15390,13020,1,9
2000,2000,1,W,Pacific Ocean Perch,1240,1460,1240,1,9
2000,2000,1,WYK,Pacific Ocean Perch,840,,840,1,9
2000,2000,1,C,Northern Rockfish,4490,,4490,1,10
2000,2000,1,E,Northern Rockfish,0,,0,1,10
2000,2000,1,Total,Northern Rockfish,5120,7510,5120,1,10
2000,2000,1,W,Northern Rockfish,630,,630,1,10
2000,2000,1,SEO,Demersal Shelf Rockfish,340,420,340,1,14
2000,2000,1,C,Thornyhead Rockfish,990,,990,1,15
2000,2000,1,E,Thornyhead Rockfish,940,,940,1,15
2000,2000,1,Total (GW),Thornyhead Rockfish,2360,2820,2360,1,15
2000,2000,1,W,Thornyhead Rockfish,430,,430,1,15
2000,2000,1,C,Other Rockfish,740,,740,1,16
2000,2000,1,SEO,Other Rockfish,3890,,3890,1,16
2000,2000,1,Total,Other Rockfish,4900,6390,4900,1,16
2000,2000,1,W,Other Rockfish,20,,20,1,16
2000,2000,1,WYK,Other Rockfish,250,,250,1,16
2000,2000,1,Total (GW),Atka Mackerel,600,6200,600,1,17
2000,2000,1,,Total,448010,581040,298510,1,23
2000,2000,1,C,Pelagic Shelf Rockfish,4080,,4080,1,26
2000,2000,1,SEO,Pelagic Shelf Rockfish,770,,770,1,26
2000,2000,1,Total,Pelagic Shelf Rockfish,5980,9040,5980,1,26
2000,2000,1,W,Pelagic Shelf Rockfish,550,,550,1,26
2000,2000,1,WYK,Pelagic Shelf Rockfish,580,,580,1,26
2000,2000,1,Total (GW),Other Species,,,14215,1,27
2000,2000,1,C,Shortraker/Rougheye Rockfish,930,,930,1,28
2000,2000,1,E,Shortraker/Rougheye Rockfish,590,,590,1,28
2000,2000,1,Total,Shortraker/Rougheye Rockfish,1730,2510,1730,1,28
2000,2000,1,W,Shortraker/Rougheye Rockfish,210,,210,1,28
2001,2001,1,Chirikof (620),Pollock,14260,,12841,1,1
2001,2001,1,Kodiak (630),Pollock,26650,,23996,1,1
2001,2001,1,SEO (650),Pollock,6460,8610,6460,1,1
2001,2001,1,Shelikof,Pollock,20680,,18619,1,1
2001,2001,1,Shumagin (610),Pollock,35240,,31724,1,1
2001,2001,1,Total,Pollock,105810,126360,95875,1,1
2001,2001,1,W/C/WYK (subtotal),Pollock,99350,117750,89415,1,1
2001,2001,1,WYK (640),Pollock,2520,,2235,1,1
2001,2001,1,C,Pacific cod,38650,,30250,1,2
2001,2001,1,E,Pacific cod,4750,,3560,1,2
2001,2001,1,Total,Pacific cod,67800,91200,52110,1,2
2001,2001,1,W,Pacific cod,24400,,18300,1,2
2001,2001,1,C,Sablefish,5410,,5410,1,3
2001,2001,1,E (WYK and SEO subtotal),Sablefish,5420,,5420,1,3
2001,2001,1,SEO,Sablefish,3360,,3360,1,3
2001,2001,1,Total,Sablefish,12840,15720,12840,1,3
2001,2001,1,W,Sablefish,2010,,2010,1,3
2001,2001,1,WYK,Sablefish,2060,,2060,1,3
2001,2001,1,C,Shallow-water Flatfish,16400,,12950,1,4
2001,2001,1,SEO,Shallow-water Flatfish,1160,,1160,1,4
2001,2001,1,Total,Shallow-water Flatfish,37860,45330,19400,1,4
2001,2001,1,W,Shallow-water Flatfish,19510,,4500,1,4
2001,2001,1,WYK,Shallow-water Flatfish,790,,790,1,4
2001,2001,1,C,Deep-water Flatfish,2710,,2710,1,5
2001,2001,1,SEO,Deep-water Flatfish,1070,,1070,1,5
2001,2001,1,Total,Deep-water Flatfish,5300,6980,5300,1,5
2001,2001,1,W,Deep-water Flatfish,280,,280,1,5
2001,2001,1,WYK,Deep-water Flatfish,1240,,1240,1,5
2001,2001,1,C,Rex Sole,5660,,5660,1,6
2001,2001,1,SEO,Rex Sole,1010,,1010,1,6
2001,2001,1,Total,Rex Sole,9440,12300,9440,1,6
2001,2001,1,W,Rex Sole,1230,,1230,1,6
2001,2001,1,WYK,Rex Sole,1540,,1540,1,6
2001,2001,1,C,Arrowtooth Flounder,99590,,25000,1,7
2001,2001,1,SEO,Arrowtooth Flounder,7860,,2500,1,7
2001,2001,1,Total,Arrowtooth Flounder,148150,173550,38000,1,7
2001,2001,1,W,Arrowtooth Flounder,16480,,8000,1,7
2001,2001,1,WYK,Arrowtooth Flounder,24220,,2500,1,7
2001,2001,1,C,Flathead Sole,15720,,5000,1,8
2001,2001,1,SEO,Flathead Sole,620,,620,1,8
2001,2001,1,Total,Flathead Sole,26270,34210,9060,1,8
2001,2001,1,W,Flathead Sole,8490,,2000,1,8
2001,2001,1,WYK,Flathead Sole,1440,,1440,1,8
2001,2001,1,C,Pacific Ocean Perch,9610,11350,9610,1,9
2001,2001,1,E (WYK and SEO subtotal),Pacific Ocean Perch,2620,3090,2620,1,9
2001,2001,1,SEO,Pacific Ocean Perch,1750,,1750,1,9
2001,2001,1,Total,Pacific Ocean Perch,13510,15960,13510,1,9
2001,2001,1,W,Pacific Ocean Perch,1280,1520,1280,1,9
2001,2001,1,WYK,Pacific Ocean Perch,870,,870,1,9
2001,2001,1,C,Northern Rockfish,4280,,4280,1,10
2001,2001,1,E,Northern Rockfish,0,,0,1,10
2001,2001,1,Total,Northern Rockfish,4880,5780,4880,1,10
2001,2001,1,W,Northern Rockfish,600,,600,1,10
2001,2001,1,SEO,Demersal Shelf Rockfish,330,410,330,1,14
2001,2001,1,C,Thornyhead Rockfish,970,,970,1,15
2001,2001,1,E,Thornyhead Rockfish,920,,920,1,15
2001,2001,1,Total (GW),Thornyhead Rockfish,2310,2770,2310,1,15
2001,2001,1,W,Thornyhead Rockfish,420,,420,1,15
2001,2001,1,C,Other Rockfish,740,,740,1,16
2001,2001,1,SEO,Other Rockfish,3890,,100,1,16
2001,2001,1,Total,Other Rockfish,4900,6390,1010,1,16
2001,2001,1,W,Other Rockfish,20,,20,1,16
2001,2001,1,WYK,Other Rockfish,250,,150,1,16
2001,2001,1,Total (GW),Atka Mackerel,600,6200,600,1,17
2001,2001,1,,Total,447710,554710,285994,1,23
2001,2001,1,C,Pelagic Shelf Rockfish,4080,,4080,1,26
2001,2001,1,SEO,Pelagic Shelf Rockfish,770,,770,1,26
2001,2001,1,Total,Pelagic Shelf Rockfish,5980,9040,5980,1,26
2001,2001,1,W,Pelagic Shelf Rockfish,550,,550,1,26
2001,2001,1,WYK,Pelagic Shelf Rockfish,580,,580,1,26
2001,2001,1,Total (GW),Other Species,,,13619,1,27
2001,2001,1,C,Shortraker/Rougheye Rockfish,930,,930,1,28
2001,2001,1,E,Shortraker/Rougheye Rockfish,590,,590,1,28
2001,2001,1,Total,Shortraker/Rougheye Rockfish,1730,2510,1730,1,28
2001,2001,1,W,Shortraker/Rougheye Rockfish,210,,210,1,28
2002,2002,1,Chirikof (620),Pollock,23045,,23045,1,1
2002,2002,1,Kodiak (630),Pollock,9850,,9850,1,1
2002,2002,1,SEO (650),Pollock,6460,8610,6460,1,1
2002,2002,1,Shumagin (610),Pollock,17730,,17730,1,1
2002,2002,1,Total,Pollock,58250,84090,58250,1,1
2002,2002,1,W/C/WYK (subtotal),Pollock,51790,75480,51790,1,1
2002,2002,1,WYK (640),Pollock,1165,,1165,1,1
2002,2002,1,C,Pacific cod,31680,,24790,1,2
2002,2002,1,E,Pacific cod,3455,,2591,1,2
2002,2002,1,Total,Pacific cod,57600,77100,44230,1,2
2002,2002,1,W,Pacific cod,22465,,16849,1,2
2002,2002,1,C,Sablefish,5430,,5430,1,3
2002,2002,1,E (WYK and SEO subtotal),Sablefish,5150,,5150,1,3
2002,2002,1,SEO,Sablefish,3210,,3210,1,3
2002,2002,1,Total,Sablefish,12820,19350,12820,1,3
2002,2002,1,W,Sablefish,2240,,2240,1,3
2002,2002,1,WYK,Sablefish,1940,,1940,1,3
2002,2002,1,C,Shallow-water Flatfish,23080,,13000,1,4
2002,2002,1,SEO,Shallow-water Flatfish,1740,,1740,1,4
2002,2002,1,Total,Shallow-water Flatfish,49550,61810,20420,1,4
2002,2002,1,W,Shallow-water Flatfish,23550,,4500,1,4
2002,2002,1,WYK,Shallow-water Flatfish,1180,,1180,1,4
2002,2002,1,C,Deep-water Flatfish,2220,,2220,1,5
2002,2002,1,SEO,Deep-water Flatfish,1150,,1150,1,5
2002,2002,1,Total,Deep-water Flatfish,4880,6430,4880,1,5
2002,2002,1,W,Deep-water Flatfish,180,,180,1,5
2002,2002,1,WYK,Deep-water Flatfish,1330,,1330,1,5
2002,2002,1,C,Rex Sole,5540,,5540,1,6
2002,2002,1,SEO,Rex Sole,1050,,1050,1,6
2002,2002,1,Total,Rex Sole,9470,12320,9470,1,6
2002,2002,1,W,Rex Sole,1280,,1280,1,6
2002,2002,1,WYK,Rex Sole,1600,,1600,1,6
